,Monocytes,Bcells,CD4Tcells,NK,CD8Tcells,Neutrophils,MEP,Endothelial,Astrocytes,Neuron,Oligodendrocytes,Microglia,Fibroblast,GBM
cg04858631,0.6594,0.1479,0.0787,0.0516,0.1614,0.644,0.5443,0.2194,0.20814430713653564,0.2582119107246399,0.07486972212791443,0.5810866355895996,0.015420000068843365,0.203139990568161
cg05052463,0.8547,0.1552,0.4779,0.5792,0.4434,0.846,0.8597,0.2938,0.050018418580293655,0.08974909782409668,0.048982493579387665,0.740851879119873,0.031380001455545425,0.05649399012327194
cg04675204,0.9016,0.9064,0.8835,0.8954,0.9032,0.8881,0.88,0.8644,0.8667544722557068,0.9260498881340027,0.839672327041626,0.8659935593605042,0.8086299896240234,0.29324695467948914
cg25486143,0.0205,0.0227,0.0239,0.013,0.0229,0.0187,0.0161,0.0816,0.28441792726516724,0.7955989241600037,0.06489083170890808,0.008389106951653957,0.008799999952316284,0.8239759206771851
cg03586240,0.5699,0.3633,0.1636,0.7252,0.5114,0.4888,0.0,0.6317,0.6561593413352966,0.7767168283462524,0.6460433602333069,0.7287072539329529,0.9096400141716003,0.8169889450073242
cg21568206,0.8991,0.9138,0.8899,0.9003,0.9059,0.9007,0.9282,0.893,0.07221697270870209,0.918018102645874,0.8858790397644043,0.902775764465332,0.04236000031232834,0.7520949840545654
cg23442621,0.0293,0.0337,0.0246,0.0241,0.027,0.0252,0.024,0.028,0.14141128957271576,0.088592529296875,0.07130166888237,0.022417500615119934,0.02085000090301037,0.08455099910497665
cg18283844,0.3292,0.8856,0.8918,0.8938,0.897,0.7719,0.8571,0.8548,0.876979410648346,0.8902702331542969,0.8809517621994019,0.10579856485128403,0.9445300102233887,0.8948180079460144
cg25611057,0.9323,0.8637,0.8308,0.9298,0.7802,0.9253,0.9635,0.8046,0.3629193902015686,0.784956157207489,0.8795230388641357,0.9339922666549683,0.9147300124168396,0.8069620132446289
cg26404422,0.775,0.103,0.0798,0.1444,0.0796,0.8162,0.8514,0.3294,0.07248984277248383,0.8844427466392517,0.8302416801452637,0.3447727859020233,0.15643000602722168,0.1800130009651184
cg05894734,0.0049,0.0097,0.0136,0.0094,0.0112,0.0104,0.0151,0.0576,0.008535079658031464,0.016455495730042458,0.010320554487407207,0.013964463956654072,0.027400000020861626,0.012782998383045197
cg18353345,0.0578,0.0884,0.0836,0.2595,0.0759,0.0502,0.0582,0.0831,0.09719017148017883,0.10829860717058182,0.10459639132022858,0.06541784852743149,0.058389998972415924,0.1132260113954544
cg09482050,0.641,0.8509,0.9279,0.6926,0.9205,0.6111,0.5645,0.344,0.014580002054572105,0.02822439931333065,0.012711388058960438,0.3390907645225525,0.0,0.018415000289678574
cg25191304,0.8668,0.8291,0.8522,0.8602,0.8376,0.8581,0.897,0.8481,0.0749855488538742,0.8693322539329529,0.8116058707237244,0.9110244512557983,0.4828700125217438,0.7442370653152466
cg00742098,0.8575,0.8295,0.7932,0.854,0.7919,0.8528,0.859,0.5816,0.6483976244926453,0.8888319134712219,0.8053577542304993,0.769231379032135,0.6291999816894531,0.039810001850128174
cg20504474,0.7507,0.886,0.1686,0.0615,0.2272,0.7262,0.8837,0.8734,0.9226783514022827,0.9746105670928955,0.9206690192222595,0.8391319513320923,0.9789800047874451,0.8400400280952454
cg13974464,0.1526,0.1935,0.2206,0.1757,0.2424,0.218,0.1781,0.4848,0.012235555797815323,0.02698259800672531,0.03849165886640549,0.1987564116716385,0.005160000175237656,0.015523998066782951
cg11787626,0.8744,0.8976,0.8857,0.8854,0.896,0.8688,0.3288,0.7558,0.8537543416023254,0.9179993271827698,0.8855927586555481,0.8715549111366272,0.9173799753189087,0.6118419766426086
cg18973586,0.9646,0.9665,0.9552,0.6443,0.7464,0.961,0.9848,0.9416,0.9675115942955017,0.972840428352356,0.9592069983482361,0.9689650535583496,0.968500018119812,0.9595120549201965
cg15410236,0.9344,0.6088,0.9303,0.9444,0.9466,0.93,0.9648,0.9274,0.9590429067611694,0.95569908618927,0.9591191411018372,0.7952643632888794,0.9618800282478333,0.9444929957389832
cg05268155,0.0289,0.0349,0.0273,0.0267,0.0274,0.0289,0.0222,0.2572,0.05938286334276199,0.10101278126239777,0.05541666969656944,0.02653178945183754,0.07628999650478363,0.07832600176334381
cg11335172,0.924,0.9344,0.8907,0.1164,0.7292,0.8953,0.8941,0.8868,0.8477794528007507,0.939043402671814,0.9194722771644592,0.9408174157142639,0.860729992389679,0.3555449843406677
cg22193912,0.0306,0.4528,0.8371,0.2596,0.9342,0.0328,0.0026,0.2971,0.3175557553768158,0.30974215269088745,0.5507797002792358,0.013006788678467274,0.05240999907255173,0.935945987701416
cg12128828,0.1195,0.1542,0.0936,0.1655,0.0866,0.0871,0.2921,0.0713,0.08712048083543777,0.10377506911754608,0.0518355555832386,0.057126615196466446,0.08132000267505646,0.09571599960327148
cg13844341,0.4608,0.8872,0.8789,0.8721,0.8797,0.15,0.9075,0.8274,0.8610835671424866,0.9233385324478149,0.8817871809005737,0.8820366263389587,0.8936600089073181,0.854541003704071
cg24679453,0.9705,0.9709,0.9718,0.965,0.971,0.9678,0.9871,0.7375,0.11715220659971237,0.8454707860946655,0.5957939028739929,0.9697951078414917,0.2789100110530853,0.81169593334198
cg23095383,0.9233,0.9164,0.659,0.7268,0.5336,0.9079,0.9321,0.8984,0.9140884876251221,0.9429411292076111,0.9246811270713806,0.9345635175704956,0.9275500178337097,0.9043480157852173
cg27228272,0.641,0.8333,0.79,0.8572,0.7776,0.78,0.8844,0.6642,0.42840495705604553,0.5082665085792542,0.7089119553565979,0.7886395454406738,0.0,0.26444000005722046
cg26912671,0.9137,0.918,0.9145,0.9132,0.9184,0.9166,0.9469,0.88,0.16062285006046295,0.29389071464538574,0.057044997811317444,0.8927447199821472,0.9369300007820129,0.03491999953985214
cg08557928,0.0108,0.0122,0.0166,0.0127,0.0226,0.0153,0.0052,0.0398,0.030722379684448242,0.5523560047149658,0.037967219948768616,0.03356660529971123,0.011610000394284725,0.02762000262737274
cg06956006,0.867,0.8645,0.861,0.8648,0.8726,0.8597,0.9043,0.8056,0.19547046720981598,0.8466625809669495,0.8545595407485962,0.9048872590065002,0.6880099773406982,0.8128359913825989
cg06817737,0.9202,0.9174,0.489,0.8638,0.5757,0.91,0.9215,0.8655,0.8893110752105713,0.927611768245697,0.88036048412323,0.8892379403114319,0.876010000705719,0.8880659341812134
cg01984424,0.9319,0.9233,0.9383,0.9466,0.9393,0.9295,0.9801,0.8772,0.7886438965797424,0.9351964592933655,0.8492813110351562,0.9261015057563782,0.8947299718856812,0.47375401854515076
cg00007987,0.9654,0.7099,0.9437,0.9674,0.9599,0.9718,0.9791,0.8802,0.9398269653320312,0.944455623626709,0.9367892742156982,0.9680490493774414,0.9439200162887573,0.9121200442314148
cg08078058,0.9723,0.9678,0.953,0.9606,0.9472,0.966,0.9854,0.5264,0.9356145858764648,0.39539024233818054,0.9001998901367188,0.9716181755065918,0.9244400262832642,0.9056329727172852
cg04046669,0.073,0.2595,0.5816,0.1497,0.5413,0.1014,0.0441,0.1016,0.05155761539936066,0.07192029803991318,0.025541942566633224,0.09211106598377228,0.09275999665260315,0.3157760202884674
cg05577548,0.963,0.9638,0.9431,0.9524,0.959,0.9607,0.9745,0.937,0.9419347643852234,0.9159318804740906,0.9657338261604309,0.959693968296051,0.9656699895858765,0.6233670115470886
cg07174665,0.0501,0.0701,0.0612,0.0634,0.0718,0.0457,0.0488,0.0612,0.6792775392532349,0.3883948028087616,0.750080943107605,0.07045537233352661,0.03999000042676926,0.2716819941997528
cg21566635,0.9289,0.928,0.9203,0.9126,0.9134,0.9142,0.9459,0.9126,0.4702223837375641,0.8012027740478516,0.9212422966957092,0.9433544874191284,0.8233100175857544,0.9149510264396667
cg24718465,0.2219,0.2063,0.1559,0.1659,0.2049,0.1569,0.1809,0.1889,0.019461587071418762,0.010508299805223942,0.005726389586925507,0.17453250288963318,0.05674999952316284,0.05998700112104416
cg13424229,0.7001,0.846,0.8246,0.7598,0.8395,0.6082,0.0646,0.7372,0.8705940246582031,0.9117578268051147,0.9062397480010986,0.7960290908813477,0.8993300199508667,0.8227680325508118
cg26523478,0.9018,0.7603,0.7076,0.852,0.7296,0.9136,0.9311,0.8277,0.8237797617912292,0.9270521402359009,0.8848075270652771,0.8659602999687195,0.9553300142288208,0.1633639931678772
cg09958560,0.9078,0.9076,0.9089,0.9084,0.9147,0.9075,0.8813,0.271,0.020029209554195404,0.5479189157485962,0.11467333883047104,0.8899436593055725,0.0016899999463930726,0.2228199988603592
cg16401490,0.9623,0.9673,0.9582,0.9623,0.9534,0.9604,0.9805,0.958,0.9625602960586548,0.43634527921676636,0.9511479139328003,0.9721348881721497,0.9759500026702881,0.9557250142097473
cg09046309,0.1709,0.7126,0.8435,0.7536,0.8541,0.0446,0.435,0.072,0.03687587380409241,0.14767879247665405,0.15492695569992065,0.030767496675252914,0.0,0.21750898659229279
cg24859937,0.0121,0.025,0.0223,0.0153,0.0624,0.0106,0.0141,0.2314,0.25441983342170715,0.28921687602996826,0.04290611296892166,0.011453213170170784,0.8123499751091003,0.5620579719543457
cg27086672,0.8146,0.9198,0.9237,0.9151,0.9278,0.8047,0.8525,0.9018,0.8906296491622925,0.9073073863983154,0.9105055332183838,0.11681642383337021,0.9000099897384644,0.8974770307540894
cg09999194,0.0151,0.0444,0.0193,0.0189,0.0241,0.0177,0.0101,0.0364,0.024578731507062912,0.030464299023151398,0.023265277966856956,0.025987857952713966,0.0,0.7340210676193237
cg20803857,0.0121,0.1051,0.0187,0.012,0.0498,0.0044,0.0029,0.0056,0.005943491589277983,0.008577998727560043,0.0040991660207509995,0.004094821400940418,0.007840000092983246,0.023026999086141586
cg13005591,0.9536,0.9469,0.943,0.9463,0.9502,0.9508,0.9117,0.5587,0.9350361824035645,0.9476874470710754,0.9373663663864136,0.9297915697097778,0.8978700041770935,0.9120569229125977
cg07499182,0.2862,0.1305,0.2942,0.2884,0.2638,0.5056,0.7109,0.1227,0.04398983716964722,0.4150737524032593,0.28555166721343994,0.05453803017735481,0.0,0.059474002569913864
cg05168033,0.0114,0.0988,0.0246,0.0126,0.0284,0.0127,0.0101,0.0204,0.008816349320113659,0.02013080194592476,0.012198889628052711,0.009415355511009693,0.0319099985063076,0.014774998649954796
cg02524622,0.8935,0.8846,0.8497,0.8821,0.8404,0.8716,0.9733,0.8656,0.8868280053138733,0.9494467377662659,0.9180183410644531,0.8957077264785767,0.8959000110626221,0.36982303857803345
cg22522509,0.0246,0.0439,0.1453,0.0718,0.239,0.0218,0.0159,0.0467,0.035897620022296906,0.08367160707712173,0.03434666246175766,0.019814463332295418,0.015440000221133232,0.039482999593019485
cg11749490,0.9036,0.9159,0.8947,0.9061,0.8908,0.8942,0.9137,0.8498,0.8721503019332886,0.9063975811004639,0.8860241770744324,0.06090035289525986,0.9369800090789795,0.8802960515022278
cg15033653,0.26,0.3353,0.5236,0.2888,0.4598,0.2592,0.3062,0.0998,0.04800698906183243,0.14188431203365326,0.04548277705907822,0.6323337554931641,0.05455999821424484,0.07141699641942978
cg03434029,0.1448,0.3309,0.2837,0.5595,0.3941,0.1432,0.1539,0.0772,0.061399996280670166,0.2290281057357788,0.09825584292411804,0.049132149666547775,0.03643999993801117,0.17985899746418
cg04846203,0.0512,0.053,0.6437,0.2433,0.6764,0.0465,0.0223,0.1078,0.20824314653873444,0.17609629034996033,0.2337658703327179,0.03354857116937637,0.07139000296592712,0.24562600255012512
cg01564818,0.0397,0.3071,0.6319,0.4273,0.6512,0.052,0.0372,0.0753,0.03755158931016922,0.15767289698123932,0.050433892756700516,0.03842731937766075,0.037620000541210175,0.03925400227308273
cg10527010,0.0372,0.2153,0.0614,0.0349,0.085,0.0259,0.0231,0.0288,0.011431904509663582,0.011276998557150364,0.008282500319182873,0.01944589614868164,0.03144000098109245,0.060520000755786896
cg10502324,0.0908,0.5088,0.1096,0.3509,0.172,0.6788,0.8856,0.1332,0.04623586684465408,0.7609427571296692,0.4184391498565674,0.14461500942707062,0.03232000023126602,0.1327039897441864
cg10559948,0.9104,0.9014,0.8992,0.8971,0.9018,0.9028,0.9349,0.8467,0.7364069223403931,0.8015725016593933,0.80582195520401,0.8929160237312317,0.8954799771308899,0.1541920006275177
cg17579089,0.4154,0.6358,0.7636,0.5878,0.7612,0.8243,0.9035,0.4114,0.6180146932601929,0.8683100342750549,0.6602341532707214,0.05164572224020958,0.4327099919319153,0.6582620143890381
cg04576021,0.8032,0.153,0.9011,0.8589,0.9082,0.7852,0.9335,0.8883,0.8843985795974731,0.938337504863739,0.9087544679641724,0.8403127789497375,0.8818100094795227,0.8044950366020203
cg00656410,0.9036,0.8935,0.8748,0.3458,0.8691,0.8788,0.853,0.8536,0.9026463627815247,0.9208476543426514,0.8850428462028503,0.908703625202179,0.9131399989128113,0.8852289319038391
cg26639216,0.0178,0.021,0.0215,0.0165,0.0173,0.0224,0.0002,0.0256,0.021928410977125168,0.02179740183055401,0.024071669206023216,0.012905535288155079,0.011099999770522118,0.029655998572707176
cg16783204,0.0729,0.3889,0.3573,0.3037,0.4197,0.0325,0.1449,0.478,0.18170063197612762,0.025740403681993484,0.043396394699811935,0.08902429044246674,0.571690022945404,0.0304890014231205
cg02493798,0.348,0.4893,0.6486,0.3866,0.6844,0.3158,0.2693,0.2675,0.1722412407398224,0.5291013717651367,0.01225888729095459,0.35514944791793823,0.011909999884665012,0.9270639419555664
cg18670236,0.0404,0.0403,0.0757,0.0362,0.0472,0.0359,0.0287,0.2043,0.11907141655683517,0.8540662527084351,0.8662999868392944,0.04114624857902527,0.30546998977661133,0.31624501943588257
cg04344917,0.0346,0.0366,0.0358,0.0323,0.0312,0.029,0.0274,0.0687,0.2695825397968292,0.09723009914159775,0.23744447529315948,0.027997318655252457,0.04056999832391739,0.27069100737571716
cg10118513,0.0231,0.0553,0.0293,0.0078,0.034,0.0138,0.0152,0.1138,0.297708660364151,0.2666360139846802,0.4112416207790375,0.008020891807973385,0.21363000571727753,0.4147529602050781
cg04162316,0.938,0.9371,0.4168,0.9186,0.8378,0.919,0.9728,0.845,0.8886914253234863,0.7016785144805908,0.7250392436981201,0.9117130637168884,0.9276599884033203,0.7855139970779419
cg16112844,0.0102,0.0195,0.0091,0.0092,0.0092,0.013,0.015,0.0181,0.015212222002446651,0.015199799090623856,0.008255832828581333,0.008734999224543571,0.017659999430179596,0.3301770091056824
cg00046744,0.0928,0.1298,0.3564,0.1097,0.2701,0.0912,0.075,0.0781,0.05202937498688698,0.09433399885892868,0.05011861398816109,0.06411410868167877,0.04814999923110008,0.058407001197338104
cg24883601,0.9315,0.9276,0.9277,0.9192,0.9326,0.9238,0.9565,0.8899,0.8390819430351257,0.7382855415344238,0.17770445346832275,0.9168327450752258,0.9582300186157227,0.9173650741577148
cg21433125,0.1152,0.0773,0.2233,0.1449,0.2676,0.0975,0.0865,0.1942,0.09892302006483078,0.13620992004871368,0.1013413816690445,0.4818744659423828,0.09871000051498413,0.09886099398136139
cg11018723,0.0101,0.0125,0.0139,0.0102,0.0082,0.0114,0.0037,0.0289,0.013310474343597889,0.05235050246119499,0.018321944400668144,0.01626875065267086,0.013450000435113907,0.4567539691925049
cg27205928,0.9318,0.52,0.9333,0.9455,0.9517,0.9455,0.9782,0.9234,0.9571248888969421,0.5593683123588562,0.95824134349823,0.964457094669342,0.9776899814605713,0.9400140047073364
cg08546589,0.9398,0.9473,0.9421,0.9449,0.9522,0.9294,0.9683,0.9292,0.9409225583076477,0.466373085975647,0.946573793888092,0.945205807685852,0.9779099822044373,0.920924961566925
cg12352038,0.062,0.0934,0.1288,0.0882,0.0965,0.0628,0.0483,0.0699,0.06312745064496994,0.2925402820110321,0.07708555459976196,0.2851910889148712,0.039639998227357864,0.0698390007019043
cg19605920,0.0081,0.0046,0.007,0.0058,0.0066,0.0054,0.0039,0.0074,0.04416937381029129,0.36636465787887573,0.008999722078442574,0.008625535294413567,0.009809999726712704,0.13746099174022675
cg25087423,0.9004,0.0675,0.5998,0.8654,0.8378,0.8968,0.946,0.8712,0.865416944026947,0.9328979253768921,0.8547622561454773,0.9341291785240173,0.8980000019073486,0.6857759356498718
cg11804414,0.8276,0.7718,0.3255,0.0716,0.0644,0.7663,0.8817,0.8124,0.8444412350654602,0.8980669975280762,0.858174204826355,0.8880082368850708,0.9011499881744385,0.7555670142173767
cg19361488,0.8349,0.9075,0.9003,0.8947,0.9084,0.7492,0.8867,0.8336,0.8832985162734985,0.9252035617828369,0.8966819047927856,0.2301691472530365,0.8507900238037109,0.8829870223999023
cg13376998,0.9021,0.8886,0.8908,0.8824,0.9005,0.8946,0.9106,0.7632,0.8618640303611755,0.9003328084945679,0.8928488492965698,0.9192658066749573,0.15360000729560852,0.8157340288162231
cg04788769,0.9306,0.86,0.8941,0.9003,0.8673,0.9198,0.9424,0.8939,0.8617568612098694,0.9391905069351196,0.8758537769317627,0.9343259930610657,0.922789990901947,0.43484801054000854
cg15292765,0.9111,0.8732,0.8614,0.8948,0.9121,0.8902,0.8519,0.3668,0.8211351037025452,0.05039031431078911,0.4791533648967743,0.4748714864253998,0.27730000019073486,0.903905987739563
cg04786857,0.0241,0.0869,0.0334,0.0148,0.033,0.0195,0.0056,0.0236,0.031673964112997055,0.02317400462925434,0.01563694328069687,0.05037267878651619,0.011479999870061874,0.9362289309501648
cg27118035,0.1262,0.2168,0.0976,0.1423,0.1175,0.1576,0.1159,0.0754,0.06732889264822006,0.3029058575630188,0.7627986669540405,0.0549682155251503,0.0465800017118454,0.20353999733924866
cg00489795,0.9395,0.9433,0.9204,0.9453,0.9486,0.8948,0.9747,0.925,0.8672837018966675,0.7791541814804077,0.9446797966957092,0.9617142677307129,0.9823600053787231,0.4055899977684021
cg02059214,0.8966,0.7966,0.276,0.8018,0.4799,0.8904,0.855,0.877,0.8701550364494324,0.8962615132331848,0.8468656539916992,0.8404865264892578,0.851580023765564,0.784762978553772
cg27125849,0.0581,0.2444,0.1046,0.0406,0.1588,0.0344,0.0173,0.3034,0.04900078475475311,0.02547999657690525,0.004341389052569866,0.04242858290672302,0.18588000535964966,0.9001340866088867
cg20040765,0.0335,0.143,0.0636,0.0292,0.0501,0.0556,0.0971,0.2926,0.035668570548295975,0.8001833558082581,0.051754169166088104,0.26167744398117065,0.12073999643325806,0.027619998902082443
cg02934718,0.932,0.9208,0.9244,0.9154,0.9312,0.9154,0.9638,0.5686,0.9167062640190125,0.9575704336166382,0.9247190952301025,0.9428173899650574,0.8628399968147278,0.9014250040054321
cg04394724,0.9095,0.9009,0.6322,0.6179,0.4411,0.8952,0.9052,0.8515,0.8660593032836914,0.8174143433570862,0.8676139712333679,0.8442819714546204,0.96110999584198,0.8893399238586426
cg18998911,0.0721,0.1507,0.5732,0.184,0.6423,0.089,0.053,0.2945,0.062085557729005814,0.0814838856458664,0.052847784012556076,0.068147674202919,0.1904900074005127,0.06417500227689743
cg05659526,0.7991,0.8775,0.8662,0.876,0.8846,0.8226,0.9184,0.837,0.8631337881088257,0.890872597694397,0.8748762607574463,0.17406915128231049,0.8989099860191345,0.8628479838371277
cg11925381,0.896,0.9004,0.9006,0.899,0.9176,0.8245,0.9263,0.8944,0.8833866715431213,0.9084628224372864,0.9012911319732666,0.40518465638160706,0.9273300170898438,0.8988319635391235
cg00978584,0.0382,0.0365,0.0362,0.0344,0.038,0.034,0.0251,0.0356,0.03971921280026436,0.18965137004852295,0.32449281215667725,0.028187323361635208,0.02370999939739704,0.18572700023651123
cg20668096,0.9099,0.9105,0.9087,0.9172,0.9136,0.9065,0.9009,0.8764,0.5328431129455566,0.8875789046287537,0.13016332685947418,0.8944632411003113,0.9149500131607056,0.763355016708374
cg13759852,0.0557,0.2679,0.2183,0.3834,0.2373,0.065,0.0527,0.0671,0.060165394097566605,0.10688178986310959,0.11341778188943863,0.04561445862054825,0.04259999841451645,0.14080901443958282
cg11959387,0.7676,0.8952,0.8912,0.8932,0.9023,0.8198,0.9331,0.5612,0.8205904960632324,0.9194848537445068,0.8866152763366699,0.05682464689016342,0.04881000146269798,0.41172799468040466
cg15888472,0.9589,0.9621,0.9538,0.9538,0.9582,0.9567,0.9767,0.4644,0.8997910022735596,0.1050821989774704,0.352958619594574,0.946620762348175,0.32778000831604004,0.8320500254631042
cg09691340,0.0043,0.003,0.0063,0.0054,0.0044,0.0046,0.0137,0.0129,0.007078411057591438,0.04874739050865173,0.006061111111193895,0.00605017738416791,0.01565999910235405,0.4200669825077057
cg00545804,0.0434,0.1802,0.0404,0.0457,0.0466,0.0323,0.0218,0.0214,0.036766670644283295,0.043204303830862045,0.040450550615787506,0.03982749953866005,0.010010000318288803,0.048972997814416885
cg05099464,0.0305,0.2116,0.2204,0.1049,0.2488,0.0653,0.0044,0.0281,0.028212063014507294,0.4167957603931427,0.8601350784301758,0.4931719899177551,0.0,0.1601330041885376
cg10423607,0.0589,0.2924,0.1131,0.1519,0.1941,0.2408,0.398,0.586,0.17418920993804932,0.8996329307556152,0.8107151389122009,0.49092379212379456,0.0,0.4502890110015869
