,Monocytes,Bcells,CD4Tcells,NK,CD8Tcells,Neutrophils,MEP,Endothelial,Microglia,Neuron,Astrocytes,Oligodendrocytes,Fibroblast
cg19682514,0.0019,0.0138,0.0052,0.0049,0.0029,0.004,0.0268,0.0087,0.0030980363953858614,0.014957601204514503,0.005435555707663298,0.004843889735639095,0.052379999309778214
cg09948350,0.8442,0.8613,0.8386,0.8773,0.8468,0.141,0.9022,0.8151,0.8786801695823669,0.8818790912628174,0.8325729370117188,0.8359313011169434,0.8431599736213684
cg13758724,0.9736,0.9774,0.9745,0.9751,0.9741,0.9727,0.9853,0.9252,0.9808354377746582,0.38873496651649475,0.9631515741348267,0.9398001432418823,0.9609400033950806
cg21614107,0.8626,0.8893,0.88,0.8763,0.8976,0.87,0.2177,0.7933,0.9104345440864563,0.8394758701324463,0.9027135968208313,0.8160722255706787,0.8838800191879272
cg20344434,0.0177,0.0218,0.013,0.0151,0.013,0.0144,0.0078,0.0658,0.008100178092718124,0.061864323914051056,0.18493333458900452,0.03712749481201172,0.04503000155091286
cg11716106,0.014,0.0207,0.0192,0.018,0.0248,0.014,0.0057,0.0266,0.016915535554289818,0.8242915272712708,0.0537680946290493,0.0674416720867157,0.02742999978363514
cg06167524,0.9352,0.9412,0.936,0.9219,0.9297,0.9138,0.9579,0.9344,0.942016065120697,0.3255535364151001,0.9439082741737366,0.9565932154655457,0.9584500193595886
cg24374161,0.0286,0.0372,0.0294,0.0284,0.0353,0.0294,0.0373,0.1769,0.03721410408616066,0.14064033329486847,0.6023024916648865,0.7097458243370056,0.04121999815106392
cg13093111,0.0682,0.8216,0.914,0.8095,0.9153,0.3712,0.8795,0.7096,0.37553125619888306,0.9211438894271851,0.88190758228302,0.8884269595146179,0.89860999584198
cg26141173,0.025,0.0511,0.0364,0.0144,0.02,0.0983,0.0141,0.019,0.02255803719162941,0.05235549435019493,0.01843746192753315,0.010897221975028515,0.025210000574588776
cg05864326,0.0174,0.1189,0.0364,0.0219,0.0602,0.0199,0.0168,0.5224,0.037797678261995316,0.07085730880498886,0.05811428278684616,0.03436138853430748,0.21549999713897705
cg01239666,0.9627,0.9486,0.9635,0.9686,0.9677,0.9638,0.9749,0.9165,0.9702471494674683,0.42405831813812256,0.9569342136383057,0.9716048836708069,0.9514600038528442
cg12435551,0.0532,0.0964,0.0673,0.0962,0.085,0.0946,0.0964,0.0784,0.06350500881671906,0.26152363419532776,0.060566507279872894,0.6842460036277771,0.07175999879837036
cg00795812,0.2456,0.3926,0.0861,0.4987,0.1005,0.7765,0.7039,0.199,0.11116696149110794,0.2725565433502197,0.515496015548706,0.35923030972480774,0.059140000492334366
cg15774864,0.9359,0.9328,0.9218,0.9277,0.9305,0.9278,0.9589,0.9276,0.9544274210929871,0.9299155473709106,0.63656085729599,0.346879780292511,0.9534199833869934
cg16411668,0.3143,0.516,0.6869,0.5983,0.6894,0.2726,0.0239,0.0786,0.07644695788621902,0.8728957176208496,0.016507774591445923,0.16368970274925232,0.02339000068604946
cg17187521,0.094,0.3494,0.6994,0.5745,0.7575,0.1337,0.1003,0.1254,0.042986780405044556,0.0683659091591835,0.043787769973278046,0.046642497181892395,0.03180000185966492
cg00026290,0.0265,0.0304,0.6204,0.0403,0.5239,0.0277,0.032,0.4896,0.02784518525004387,0.9294142127037048,0.8096725940704346,0.8187148571014404,0.7335100173950195
cg21585707,0.8893,0.752,0.9229,0.9333,0.9444,0.8979,0.9685,0.6824,0.7996163964271545,0.058037009090185165,0.31107380986213684,0.22539390623569489,0.9667099714279175
cg11294364,0.8807,0.6858,0.8987,0.8909,0.8931,0.8962,0.948,0.8224,0.12548784911632538,0.8605390191078186,0.8062161803245544,0.8723104000091553,0.8695300221443176
cg06286521,0.931,0.9222,0.9166,0.9118,0.9121,0.917,0.9549,0.8795,0.9416607022285461,0.8129256367683411,0.17349620163440704,0.1416555494070053,0.9413800239562988
cg18170545,0.9411,0.935,0.9012,0.9367,0.9223,0.9352,0.9226,0.8946,0.9546988606452942,0.8174435496330261,0.40129250288009644,0.9454612731933594,0.9575300216674805
cg02257953,0.3511,0.3925,0.3633,0.2742,0.4094,0.1895,0.3808,0.2603,0.3057868182659149,0.2673591077327728,0.7332208752632141,0.6395539045333862,0.0
cg12390895,0.037,0.0385,0.0418,0.0354,0.0337,0.0304,0.005,0.055,0.06369713693857193,0.5651366710662842,0.18824730813503265,0.09406335651874542,0.8414499759674072
cg02480298,0.8974,0.874,0.8582,0.2023,0.8524,0.8864,0.8426,0.9002,0.9072464108467102,0.9093711972236633,0.8911203742027283,0.8749244213104248,0.9265499711036682
cg19529732,0.8373,0.8064,0.2856,0.0519,0.0403,0.8048,0.9161,0.8092,0.8702781796455383,0.8916143178939819,0.9111431241035461,0.8853358626365662,0.9551100134849548
cg11753356,0.8733,0.8078,0.899,0.9012,0.8909,0.888,0.728,0.8242,0.08921124041080475,0.818500280380249,0.8577147126197815,0.842369794845581,0.9196500182151794
cg15009294,0.9127,0.9103,0.4337,0.9012,0.6201,0.9107,0.7669,0.8876,0.8946079015731812,0.9180465936660767,0.8924367427825928,0.9069511890411377,0.9039499759674072
cg03541887,0.8971,0.9362,0.933,0.9108,0.9466,0.4902,0.9576,0.881,0.939893364906311,0.945518970489502,0.8713944554328918,0.8768349289894104,0.9164900183677673
cg07295520,0.8366,0.767,0.886,0.8759,0.8945,0.802,0.3222,0.738,0.8205190896987915,0.9114764928817749,0.864037811756134,0.8710710406303406,0.876829981803894
cg26100986,0.041,0.0384,0.0455,0.0464,0.0449,0.0361,0.0249,0.2918,0.03888285532593727,0.06795849651098251,0.10492143034934998,0.04530417174100876,0.6338199973106384
cg07790778,0.8476,0.838,0.8593,0.8444,0.8695,0.832,0.0974,0.7384,0.811906635761261,0.8891319036483765,0.7726625204086304,0.83339524269104,0.7663000226020813
cg23882796,0.961,0.9568,0.957,0.9572,0.9589,0.9621,0.982,0.8167,0.9540470242500305,0.8888933062553406,0.5052357316017151,0.8724181652069092,0.8717899918556213
cg04080530,0.9307,0.9547,0.9391,0.9467,0.9456,0.9255,0.9663,0.753,0.9315919280052185,0.9531089663505554,0.7127693891525269,0.40647614002227783,0.9448400139808655
cg05058809,0.9216,0.937,0.9396,0.941,0.9417,0.9179,0.9629,0.6228,0.9042692184448242,0.9234964847564697,0.868992269039154,0.9002450108528137,0.09424000233411789
cg14412134,0.8673,0.2836,0.3131,0.0576,0.1644,0.8838,0.8914,0.4044,0.8357786536216736,0.3810196816921234,0.34474146366119385,0.5298555493354797,0.8208000063896179
cg16755500,0.0133,0.0261,0.1866,0.1038,0.3455,0.0147,0.0038,0.0302,0.023825181648135185,0.048885006457567215,0.022753970697522163,0.017100833356380463,0.0
cg04163638,0.8104,0.7113,0.738,0.1328,0.6689,0.8605,0.9288,0.1696,0.24463148415088654,0.09628419578075409,0.059747129678726196,0.647499144077301,0.04659999907016754
cg13595556,0.6813,0.9091,0.8834,0.847,0.8874,0.0617,0.9409,0.856,0.9182449579238892,0.9424685835838318,0.8886913657188416,0.8964715600013733,0.8874899744987488
cg13948824,0.9165,0.9223,0.9031,0.9026,0.8334,0.894,0.9287,0.878,0.07043090462684631,0.8646143078804016,0.09581523388624191,0.4468124806880951,0.9200999736785889
cg23456595,0.916,0.61,0.4886,0.4615,0.3031,0.8946,0.9574,0.8093,0.9249410033226013,0.9582315683364868,0.9334572553634644,0.9190658926963806,0.9292399883270264
cg00471371,0.3882,0.9026,0.886,0.8923,0.9033,0.0928,0.9094,0.8131,0.8823726773262024,0.9111911654472351,0.8864774703979492,0.9027605056762695,0.9077699780464172
cg07463059,0.0246,0.0257,0.0254,0.0224,0.0243,0.022,0.012,0.0144,0.02916642650961876,0.7250598669052124,0.03295539692044258,0.7274096012115479,0.0027699999045580626
cg27309871,0.9016,0.8897,0.8689,0.1158,0.66,0.8964,0.927,0.8908,0.8675917983055115,0.4907861649990082,0.8788396716117859,0.6851627826690674,0.926010012626648
cg19536810,0.0218,0.1263,0.0392,0.0177,0.1162,0.0162,0.0047,0.0244,0.010201429948210716,0.019740698859095573,0.007416031323373318,0.009169443510472775,0.0
cg22235407,0.9209,0.7142,0.9269,0.9211,0.94,0.9264,0.9413,0.2244,0.8054682016372681,0.6140081882476807,0.027786029502749443,0.021139169111847878,0.03167000040411949
cg02983090,0.047,0.048,0.0723,0.0755,0.0511,0.0567,0.058,0.0792,0.0647667795419693,0.4766196310520172,0.09827857464551926,0.5996721982955933,0.055969998240470886
cg13860006,0.0087,0.0098,0.1701,0.0464,0.2373,0.0102,0.004,0.0308,0.014854644425213337,0.15365231037139893,0.011736985296010971,0.015260557644069195,0.0
cg13192239,0.9636,0.9663,0.9655,0.9649,0.9655,0.9472,0.9826,0.9334,0.9667595624923706,0.3994527757167816,0.9343457221984863,0.7593063116073608,0.9674500226974487
cg16374333,0.8908,0.9,0.1162,0.1563,0.0814,0.8616,0.8631,0.8613,0.8992236852645874,0.9222391247749329,0.8912330269813538,0.8916202187538147,0.9129899740219116
cg19856897,0.268,0.0712,0.0447,0.046,0.0504,0.3251,0.387,0.1442,0.22085031867027283,0.3133537173271179,0.08948793262243271,0.06601806730031967,0.051100000739097595
cg14913969,0.0074,0.0811,0.0155,0.0064,0.0098,0.0053,0.0035,0.0073,0.011114820837974548,0.008570799604058266,0.003841111436486244,0.0019811110105365515,0.006390000227838755
cg01797899,0.8754,0.702,0.1936,0.8483,0.2156,0.8689,0.8609,0.8408,0.8868345022201538,0.9115573763847351,0.8376531004905701,0.8585211634635925,0.8396300077438354
cg08546589,0.9398,0.9473,0.9421,0.9449,0.9522,0.9294,0.9683,0.9292,0.945205807685852,0.4663730561733246,0.9409225583076477,0.9465739130973816,0.9779099822044373
cg05955436,0.0835,0.6126,0.7193,0.0654,0.4358,0.1368,0.3407,0.181,0.0381496362388134,0.8822015523910522,0.6647855043411255,0.8241275548934937,0.13026000559329987
cg27434509,0.0218,0.1851,0.0384,0.025,0.0774,0.0204,0.007,0.0216,0.018151428550481796,0.05264539644122124,0.03315221890807152,0.008574999868869781,0.016370000317692757
cg13918228,0.8918,0.4193,0.8466,0.8708,0.8765,0.8829,0.9257,0.8754,0.9256148338317871,0.9036715030670166,0.8618029356002808,0.8853652477264404,0.9101300239562988
cg19531130,0.0482,0.051,0.413,0.1796,0.4991,0.0544,0.0347,0.0824,0.03905072063207626,0.12053270637989044,0.13340729475021362,0.088895283639431,0.043219998478889465
cg15603424,0.0226,0.102,0.0497,0.0206,0.0838,0.0308,0.0114,0.111,0.028836963698267937,0.02985731139779091,0.03287411853671074,0.02307889051735401,0.37286999821662903
cg09856274,0.1085,0.5588,0.8682,0.8521,0.8849,0.8678,0.9095,0.6462,0.0985446497797966,0.9126319885253906,0.8563265800476074,0.8870702385902405,0.9172700047492981
cg00263619,0.5928,0.8299,0.9152,0.7561,0.9121,0.6821,0.0851,0.8994,0.8121737241744995,0.8623821139335632,0.8945990204811096,0.9015185236930847,0.9275000095367432
cg01047631,0.1008,0.1937,0.1288,0.0879,0.1753,0.0748,0.0422,0.413,0.08725053071975708,0.12820906937122345,0.2760392427444458,0.006294722203165293,0.1834300011396408
cg02780988,0.0934,0.7474,0.8349,0.8283,0.8383,0.8234,0.8669,0.6948,0.09477252513170242,0.90815269947052,0.7693907022476196,0.8540369868278503,0.828220009803772
cg05471169,0.0222,0.0361,0.0298,0.0301,0.0235,0.0298,0.0175,0.3135,0.04903465136885643,0.4216902256011963,0.40660133957862854,0.8106074929237366,0.22825999557971954
cg04741094,0.8885,0.6784,0.6794,0.8818,0.8212,0.8994,0.8814,0.741,0.8196360468864441,0.46765583753585815,0.034186188131570816,0.12630917131900787,0.5486000180244446
cg08371532,0.9573,0.9599,0.9473,0.942,0.9456,0.9428,0.9704,0.9296,0.9617000818252563,0.7644790410995483,0.4059878885746002,0.4236219525337219,0.9572399854660034
cg14345154,0.4976,0.9126,0.9038,0.8988,0.9065,0.075,0.8875,0.8714,0.8292765021324158,0.8287618160247803,0.8857045769691467,0.8785499334335327,0.8890500068664551
cg01565130,0.04,0.0479,0.6149,0.1923,0.6947,0.0418,0.0238,0.1244,0.047399818897247314,0.09785010665655136,0.22381187975406647,0.24135252833366394,0.06888999789953232
cg08878651,0.9098,0.9114,0.8971,0.9026,0.9152,0.9053,0.9241,0.8085,0.9088271856307983,0.9037075638771057,0.8453662991523743,0.8788689374923706,0.2423900067806244
cg00434573,0.3301,0.3009,0.0171,0.1518,0.0257,0.3468,0.2585,0.6522,0.43274542689323425,0.21974387764930725,0.513429582118988,0.1773800253868103,0.770550012588501
cg00901982,0.069,0.575,0.6584,0.7461,0.7962,0.0528,0.3295,0.0929,0.03419286012649536,0.11366100609302521,0.3262215852737427,0.20394305884838104,0.06145000085234642
cg22082800,0.0172,0.0314,0.0251,0.0222,0.0391,0.0202,0.0324,0.4069,0.018218573182821274,0.08603640645742416,0.08980333805084229,0.025192223489284515,0.8487600088119507
cg23293256,0.885,0.8973,0.8404,0.8418,0.8301,0.8727,0.0984,0.846,0.783221423625946,0.7288422584533691,0.8705113530158997,0.8635932803153992,0.943809986114502
cg16033053,0.0385,0.2027,0.0508,0.033,0.0581,0.0162,0.0214,0.0228,0.011176785454154015,0.022380897775292397,0.00942746177315712,0.00645916722714901,0.042890001088380814
cg10708271,0.8553,0.6172,0.0604,0.8033,0.08,0.8348,0.4104,0.7953,0.7162774205207825,0.49689924716949463,0.8515869379043579,0.885004997253418,0.9223499894142151
cg10773745,0.8757,0.8917,0.817,0.8805,0.8697,0.8699,0.1102,0.8755,0.9075546860694885,0.6673367023468018,0.8949853181838989,0.8577499985694885,0.9209100008010864
cg20092531,0.0269,0.0934,0.0327,0.026,0.0592,0.0259,0.007,0.0173,0.03283821791410446,0.7033846974372864,0.06280095130205154,0.02991611137986183,0.0
cg21474838,0.9031,0.9,0.7119,0.1138,0.5837,0.892,0.8892,0.8532,0.8995552659034729,0.915500819683075,0.8485990762710571,0.878795325756073,0.8549299836158752
cg24051057,0.9392,0.9349,0.9301,0.9236,0.9414,0.9238,0.9607,0.6326,0.9297316670417786,0.9558277130126953,0.9184143543243408,0.9174819588661194,0.08789999783039093
cg03743205,0.1128,0.0946,0.2347,0.4631,0.2168,0.1154,0.1405,0.2156,0.08573607355356216,0.09729118645191193,0.05701444670557976,0.06129278242588043,0.038189999759197235
cg03385262,0.8717,0.8744,0.8828,0.8473,0.8961,0.8516,0.2661,0.5957,0.885590672492981,0.8628044128417969,0.8706523776054382,0.7646644115447998,0.8739699721336365
cg19605920,0.0081,0.0046,0.007,0.0058,0.0066,0.0054,0.0039,0.0074,0.008625535294413567,0.36636459827423096,0.04416937008500099,0.008999722078442574,0.009809999726712704
cg12871687,0.0888,0.1249,0.208,0.3017,0.2219,0.0751,0.1601,0.0664,0.14221355319023132,0.14920231699943542,0.0490131713449955,0.04065972566604614,0.0
cg24429613,0.9546,0.9533,0.95,0.9528,0.9583,0.9477,0.9816,0.7212,0.9620591998100281,0.9658567905426025,0.9394754767417908,0.9477934241294861,0.9308800101280212
cg03533472,0.3458,0.5802,0.7199,0.5461,0.7836,0.3421,0.3935,0.3221,0.21438980102539062,0.03777029365301132,0.02379317581653595,0.019346943125128746,0.1311900019645691
cg08659179,0.7245,0.5662,0.518,0.5368,0.5081,0.7123,0.7653,0.1654,0.4685662090778351,0.07909269630908966,0.054458245635032654,0.04580138996243477,0.06307999789714813
cg03458695,0.3004,0.8232,0.8204,0.8727,0.8135,0.8692,0.9182,0.863,0.5876573324203491,0.9029156565666199,0.8509771823883057,0.857755720615387,0.9044600129127502
cg21849932,0.0104,0.0467,0.012,0.0133,0.0108,0.046,0.0031,0.2124,0.061594463884830475,0.5151193737983704,0.48978590965270996,0.07131112366914749,0.14531999826431274
cg04122657,0.9444,0.9428,0.9314,0.9488,0.9448,0.9375,0.9598,0.6016,0.9359323382377625,0.9510076642036438,0.9257308840751648,0.9176031947135925,0.9740200042724609
cg17988310,0.075,0.328,0.1782,0.5186,0.2994,0.1098,0.1475,0.1136,0.10240714997053146,0.17677080631256104,0.11793365329504013,0.18523915112018585,0.16008000075817108
cg09419444,0.8867,0.907,0.894,0.8925,0.8975,0.8574,0.9151,0.1452,0.8738005757331848,0.3806300759315491,0.5885855555534363,0.5414694547653198,0.17723999917507172
cg17121412,0.0348,0.0451,0.0049,0.0168,0.0209,0.0368,0.0168,0.009,0.01068606972694397,0.042355600744485855,0.0945873036980629,0.0031511110719293356,0.013050000183284283
cg05223720,0.011,0.0863,0.0146,0.0113,0.0188,0.0063,0.0049,0.0142,0.006338035222142935,0.012407001107931137,0.00755000114440918,0.0071694436483085155,0.011029999703168869
cg05270106,0.9352,0.94,0.9368,0.9365,0.9394,0.9277,0.9658,0.2008,0.8684210181236267,0.49215298891067505,0.02454238198697567,0.0335666686296463,0.03545999899506569
cg05697976,0.1364,0.7257,0.8291,0.7762,0.8215,0.0282,0.7312,0.7272,0.46885591745376587,0.8525842428207397,0.7096818089485168,0.8214713335037231,0.7874000072479248
cg03582371,0.9698,0.9668,0.9627,0.9598,0.9666,0.9644,0.9814,0.8,0.9725744128227234,0.8014153838157654,0.5361336469650269,0.38368088006973267,0.974590003490448
cg08701134,0.9589,0.962,0.9538,0.9604,0.9607,0.9472,0.9752,0.9168,0.9492794871330261,0.41422298550605774,0.9449096918106079,0.9417036771774292,0.9879000186920166
cg04271289,0.9665,0.9658,0.965,0.9618,0.9685,0.964,0.9777,0.6467,0.9717193245887756,0.7019656300544739,0.9475300312042236,0.9655845165252686,0.9797099828720093
cg02195105,0.8699,0.8588,0.8645,0.1446,0.8124,0.8672,0.8549,0.8552,0.8758583068847656,0.8917211294174194,0.8524743914604187,0.860520601272583,0.819350004196167
cg02229757,0.0394,0.0549,0.0768,0.0456,0.0914,0.0366,0.042,0.0922,0.040577858686447144,0.31329694390296936,0.048934757709503174,0.7665880918502808,0.045490000396966934
cg13186228,0.0286,0.0353,0.0394,0.0313,0.0323,0.0326,0.0181,0.1242,0.03240392729640007,0.050175201147794724,0.05999729782342911,0.04613472521305084,0.3282899856567383
cg19626138,0.2841,0.0446,0.7786,0.0658,0.7498,0.3214,0.3323,0.7737,0.7743698954582214,0.8973743319511414,0.8578627705574036,0.8586461544036865,0.8546500205993652
cg00590639,0.9808,0.981,0.9793,0.9799,0.9785,0.9792,0.9922,0.9681,0.9883700013160706,0.930733859539032,0.744757354259491,0.2879583537578583,0.887220025062561
cg14412639,0.9298,0.4847,0.9238,0.9318,0.9264,0.9243,0.9338,0.904,0.9361696243286133,0.8805708289146423,0.9039262533187866,0.7971983551979065,0.9534100294113159
cg01123946,0.9027,0.8802,0.5234,0.8658,0.3508,0.8961,0.9074,0.8438,0.8861347436904907,0.8677005767822266,0.8830417990684509,0.8702443838119507,0.865090012550354
cg09022943,0.0114,0.1008,0.0182,0.011,0.0236,0.0084,0.0055,0.017,0.01784713938832283,0.02376359887421131,0.008719206787645817,0.0093169454485178,0.020819999277591705
cg06864351,0.4904,0.5808,0.3214,0.3904,0.3424,0.5707,0.4024,0.1814,0.36911287903785706,0.9003932476043701,0.4221343398094177,0.7228758335113525,0.0
cg02198988,0.638,0.5165,0.0342,0.1226,0.0518,0.6169,0.6324,0.4846,0.6344513893127441,0.8983660340309143,0.5712279081344604,0.5689979791641235,0.7740499973297119
cg06936631,0.0538,0.1128,0.0982,0.188,0.1063,0.0712,0.0184,0.0538,0.042697321623563766,0.13670851290225983,0.04073603078722954,0.06052472069859505,0.045159999281167984
cg01088404,0.0505,0.1958,0.4913,0.7173,0.777,0.0441,0.0854,0.0915,0.03713392838835716,0.09199037402868271,0.041148096323013306,0.09170027077198029,0.03452000021934509
cg27573549,0.8588,0.6042,0.9329,0.9318,0.9452,0.9329,0.9661,0.8787,0.33537980914115906,0.950528621673584,0.9332554936408997,0.9317673444747925,0.9236900210380554
cg27023597,0.4985,0.5901,0.2048,0.4688,0.3811,0.7213,0.7592,0.2917,0.37804287672042847,0.2725259065628052,0.08183366805315018,0.27416643500328064,0.09443999826908112
cg24746106,0.9724,0.972,0.9664,0.967,0.9742,0.9688,0.9838,0.9522,0.9729934930801392,0.38683196902275085,0.964420735836029,0.9673298597335815,0.9834200143814087
cg04733826,0.0368,0.0362,0.034,0.0376,0.0351,0.035,0.0238,0.0368,0.03219572454690933,0.18459008634090424,0.060680001974105835,0.14785362780094147,0.4767000079154968
cg15346168,0.0203,0.017,0.048,0.0317,0.1134,0.0188,0.0045,0.0203,0.024927139282226562,0.7943172454833984,0.019713645800948143,0.0252086129039526,0.01119999960064888
cg20630740,0.9076,0.9223,0.9085,0.8996,0.9142,0.9096,0.9316,0.4713,0.9159945249557495,0.9360234141349792,0.8719127178192139,0.9189322590827942,0.8781399726867676
cg12497224,0.0608,0.0626,0.0773,0.0693,0.0756,0.0594,0.0545,0.0927,0.45624274015426636,0.1254211962223053,0.06718286126852036,0.07229194045066833,0.07802999764680862
cg21373806,0.8621,0.2645,0.9245,0.933,0.9376,0.7902,0.9468,0.9032,0.9353627562522888,0.955803394317627,0.8809733390808105,0.7867047786712646,0.9689000248908997
cg17896808,0.8794,0.7583,0.1445,0.3655,0.1092,0.8293,0.8774,0.7954,0.8590047955513,0.8945749402046204,0.8540064096450806,0.8321292996406555,0.864359974861145
cg22175006,0.0438,0.8721,0.8916,0.8014,0.8968,0.0346,0.6834,0.1618,0.06695964187383652,0.893686056137085,0.7866729497909546,0.8766514658927917,0.5185400247573853
cg26676129,0.9618,0.9519,0.5588,0.7018,0.4129,0.9526,0.9653,0.9018,0.9598604440689087,0.9621164202690125,0.9479888081550598,0.9480788707733154,0.966759979724884
cg17304531,0.8802,0.2199,0.8535,0.8708,0.8672,0.8821,0.9089,0.8504,0.9090861678123474,0.9142374992370605,0.8616101145744324,0.8481444716453552,0.8741999864578247
cg12592179,0.9065,0.9152,0.9007,0.9072,0.9036,0.9,0.9292,0.9236,0.9359821081161499,0.9279653429985046,0.2819490134716034,0.9106784462928772,0.8528299927711487
