"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0072594","BP","GO:0072594","establishment of protein localization to organelle","120/2647","422/18723",9.46167834184031e-15,2.62647589243722e-12,1.99917567261085e-12,"FLNA/HSPA8/HSP90AB1/HSPA5/LMNA/HSPD1/CCT2/KPNB1/CCT8/CCT3/RUVBL2/MAPK1/CLU/SCRIB/HSPA4/PHB2/RAB7A/RAN/CCT4/APPL1/TARDBP/SCARB2/LMAN1/BAG3/RAB10/SH3GLB1/MAVS/RPL23/SGTA/PDCD5/UBE2L3/APOD/NOTCH1/KPNA3/RALA/SRP14/GSK3A/PMPCA/RAB8B/MFF/HGS/NUP98/SRP72/DNAJA1/NUP214/NUTF2/PMPCB/VPS13C/NMT1/NUP155/CSNK2A2/HK2/CHMP4B/TSG101/TIMM44/FIS1/SORL1/VPS11/TNPO2/TOMM22/SORT1/GDAP1/AP3B1/NUP35/ZPR1/VPS4A/SEC61A1/KPNA2/UFM1/SPCS2/TIMM50/TNPO3/AKT1/DKC1/PRKAA1/VPS28/IPO8/SEC61B/RANBP2/NUP85/BID/KPNA6/NUP188/VPS37B/M6PR/SRP54/TOMM40/TIMM9/SEC63/CDK1/IPO4/AGK/SEC62/SAMM50/NUP54/SRP19/CHP1/NUP62/UBE2D3/PEX19/NUP107/SSR3/MICALL2/NOLC1/PIK3R1/LEPROT/APPL2/OXA1L/SPCS3/WRAP53/POM121/RAB23/PIH1D1/CDH1/PTTG1IP/VPS25/SGTB/NUP50/SUMO1/PSEN1",120
"GO:1903829","BP","GO:1903829","positive regulation of cellular protein localization","89/2647","276/18723",1.03307957055313e-14,2.7430508423339e-12,2.08790818469685e-12,"SPTBN1/FLNA/HSP90AB1/IQGAP1/CCT2/EZR/RDX/EGFR/ATP2B4/PARK7/CCT8/CCT3/MAPK1/RTN4/AP2B1/NPM1/FERMT2/KIF5B/RAN/CCT4/GNAI1/TFRC/LGALS3/TARDBP/BAG3/SH3GLB1/MAVS/SORBS1/PDCD5/UBE2L3/ROCK2/ITGB2/STOM/CCDC88A/GSK3A/RHOG/MFF/PPP1R9B/CD81/NUTF2/DDRGK1/CDK5RAP3/NMT1/FYN/CSNK2A2/GSK3B/TSG101/FIS1/SORL1/VPS11/SQSTM1/ANK3/EPB41/ZPR1/ITGA3/YAP1/STX4/CDK5/RER1/EPHB2/AKT1/DKC1/ITGAM/PRKAA1/VPS28/LAMTOR5/LARP7/DPP10/MEPCE/AKT2/CDK1/PTPN9/CROCC/CHP1/NUP62/UBE2D3/MICALL2/GPD1L/BICD1/PIK3R1/LEPROT/ARF6/WRAP53/KAT7/CDH1/DTX3L/PTN/PSEN1/TYROBP",89
"GO:0032386","BP","GO:0032386","regulation of intracellular transport","102/2647","337/18723",1.27266972564364e-14,3.23841417271071e-12,2.46496031072031e-12,"DYNC1H1/FLNA/HSP90AB1/MAP2/GDI1/YWHAE/ANXA2/EZR/RDX/PARK7/MAPK1/PPP1CC/KIF5B/RAN/NUCB1/RUFY3/CDC42/RAB11B/SFN/ANP32B/EHD1/KHDRBS1/TARDBP/LMAN1/USP7/CPSF6/BAG3/SH3GLB1/MAVS/PDCD5/UBE2L3/APOD/MAP2K2/RAB21/SNX12/EMD/ITGB2/SNX3/STOM/PPP1R12A/GSK3A/MFF/CD81/NUP214/NUTF2/SCFD1/RANGAP1/NMT1/FYN/SCP2/CSNK2A2/GSK3B/REEP5/ARFIP1/FIS1/SORL1/VPS11/SEC24B/PTPN23/ANK3/PRKACA/MLC1/ZPR1/EHD2/UFM1/ATP9A/CDK5/GRIPAP1/ITGAM/PRKAA1/NCBP2/DNAJC13/SUPT6H/AKT2/NSUN2/ERLEC1/CDK1/NUP54/XPO4/PDCD10/PGAP1/CHP1/NUP62/PTPN1/UBE2D3/ARHGAP44/OS9/MICALL2/NOLC1/PIK3R1/LEPROT/PCNT/DAB2/RAB23/CDH1/BCAS3/TRIM46/YIPF5/SUMO1/CEP131/PSEN1/TENM1",102
"GO:0072659","BP","GO:0072659","protein localization to plasma membrane","90/2647","284/18723",2.34451188822858e-14,5.60668750798764e-12,4.26760180901527e-12,"SPTBN1/FLNA/ACTB/CLTC/ANXA2/ANK2/EZR/RDX/EGFR/ATP2B4/SCRIB/FLOT1/RAB7A/KIF5B/VPS35/MYO5A/BSG/FLOT2/LGALS3/PALM/SEC23A/EHD1/RAP1A/APPL1/AP2M1/SLC9A3R1/ANK1/PICALM/RAB10/RAB31/SORBS1/GBP1/SEC16A/TNIK/ROCK2/RAB8A/STX7/CCDC88A/RHOG/RAB8B/PPP1R9B/ARL6IP5/CD81/RAB13/RAB3D/EHD4/RAB3C/SLC9A3R2/SPTBN4/SQSTM1/ANK3/VPS4A/EHD2/ITGA3/VTI1B/STX4/CDK5/RER1/EPHB2/OPTN/AKT1/GRIPAP1/TMED2/DPP10/CSK/S100A10/PPP2R5A/AKT2/GOLGA7/PTPN9/STX8/EXOC5/ARHGAP44/HECTD1/PIK3R1/ARF6/VAMP5/DAB2/MAP7/CDH1/TMBIM1/PREPL/ABI3/RILPL1/PACS1/BCL2L1/LRRC15/MMP14/CACNB2/EFR3B",90
"GO:0007015","BP","GO:0007015","actin filament organization","123/2647","442/18723",2.46735042573801e-14,5.60668750798764e-12,4.26760180901527e-12,"PLEC/SPTAN1/SPTBN1/FLNA/ACTC1/ACTN1/DPYSL3/ALDOA/HSP90B1/EZR/RDX/GSN/FSCN1/WDR1/CTNNA1/CALD1/SPTB/CAPZB/MARCKS/FERMT2/DBN1/TPM2/LIMA1/ACTR3/CYFIP1/CTTN/ACTR2/MYO5A/CORO1B/ARHGEF2/ADD2/RUFY3/NCKAP1/CAPZA1/CDC42/RHOA/CORO2B/STMN1/HIP1R/ARPC1A/CORO7/MYO6/PAK2/SCIN/ENAH/RHOC/ARPC1B/RAC1/GMFB/ABI2/SORBS1/CLASP1/ROCK2/ARPC4/CCDC88A/RHOG/GRB2/PPP1R9B/WASF2/EVL/ARPC3/SYNPO/LIMCH1/PFN2/ERMN/MARCKSL1/ARFIP1/MTOR/PAK3/MYO5C/SPTBN4/ABI1/AIF1L/ARFIP2/RHOB/SORBS3/CD47/BAIAP2/INPPL1/DIAPH1/WASL/PDLIM1/ARPIN/WASF3/MYO1B/SPIRE1/MLST8/BRK1/WASH6P/CUL3/NEBL/NF2/ELMO1/FLII/S100A10/ICAM1/CDC42EP1/AIF1/MICAL1/SNX9/SDC4/PHACTR1/ARFGEF1/ARHGAP35/MICALL2/MYO1D/PIK3R1/ARF6/FAM107A/PAWR/LPAR1/NCK2/PPP1R9A/MPRIP/PLEK/WIPF1/WAS/MYO1F/ARRB1/SHROOM3/ZBED3/TENM1/XIRP1",123
"GO:0051495","BP","GO:0051495","positive regulation of cytoskeleton organization","77/2647","226/18723",2.47880403988319e-14,5.60668750798764e-12,4.26760180901527e-12,"DYNC1H1/FLNA/HSPA1B/GSN/WDR1/DCTN1/FERMT2/ACTR3/CYFIP1/MAPRE1/CTTN/ACTR2/CORO1B/NCKAP1/CKAP5/CDC42/RHOA/HIP1R/ARPC1A/SCIN/RHOC/ARPC1B/RAC1/GMFB/ABI2/CLASP1/ROCK2/ARPC4/CCDC88A/MECP2/GIT1/GRB2/WASF2/EVL/ARPC3/SYNPO/LIMCH1/PFN2/ARFIP1/MTOR/PFDN2/ARFIP2/STMN2/SORBS3/CD47/CDK5/BAIAP2/WASL/ARPIN/AKAP9/WASF3/SPIRE1/MLST8/BRK1/WASH6P/NF2/S100A10/ICAM1/CDC42EP1/ARL2/NUP62/SNX9/SDC4/MYLK3/SLAIN2/ARF6/LPAR1/NCK2/SLAIN1/P2RX7/BCAS3/PLEK/CDKN1B/PSRC1/WAS/CDK5RAP2/TENM1",77
"GO:0043484","BP","GO:0043484","regulation of RNA splicing","58/2647","148/18723",4.18841136218018e-14,9.13522435315513e-12,6.95339269751417e-12,"HSPA8/AHNAK/HNRNPA1/HNRNPH2/HNRNPL/PTBP1/NPM1/RBMXL1/HNRNPF/HNRNPH3/U2AF2/PUF60/KHDRBS1/SRSF7/NOVA1/SNRNP70/TRA2B/SRSF3/NOVA2/SRSF2/RAVER1/C1QBP/RBM3/NUP98/FXR2/RPS26/SNW1/RBM25/SRSF9/RBM10/SMU1/KHDRBS3/ZNF326/FXR1/RBM15/TIA1/FMR1/CELF1/ZPR1/SRPK2/SF3B4/RNPS1/RBM8A/PTBP3/PTBP2/LARP7/AHNAK2/NCBP1/PCBP4/SAP18/RBM12B/PQBP1/PIK3R1/WTAP/CWC22/MBNL1/MBNL2/RBFOX1",58
"GO:0034504","BP","GO:0034504","protein localization to nucleus","90/2647","290/18723",9.25724175350033e-14,1.94944742719402e-11,1.48384680883693e-11,"FLNA/HSP90AB1/LMNA/YWHAE/CCT2/KPNB1/PARK7/CCT8/CCT3/CTNNA1/MAPK1/NPM1/GLUL/COL1A1/CALR/FERMT2/PHB2/RAN/CCT4/DCLK1/TFRC/APPL1/TARDBP/TOR1AIP1/SUN2/BAG3/MAVS/PIN1/RPL23/APOD/NOTCH1/KPNA3/NUP98/RPL11/NUP214/NUTF2/RANGAP1/CDK5RAP3/GBP2/FYN/NUP155/GSK3B/PLRG1/TNPO2/NUP35/ZPR1/KPNA2/UFM1/YAP1/CDK5/TNPO3/AKT1/DKC1/IPO8/DNAJB6/LAMTOR5/RANBP2/LARP7/NUP85/SYNE1/KPNA6/NUP188/MEPCE/NF2/CDK1/IPO4/ARL2/NUP54/SUN1/CHP1/NUP62/TOR1AIP2/NUP107/TRIM29/NOLC1/PIK3R1/APPL2/WRAP53/POM121/KAT7/RAB23/CDH1/DTX3L/PTTG1IP/ARL2BP/NUP50/SUMO1/CIZ1/PSEN1/TOR1A",90
"GO:0002183","BP","GO:0002183","cytoplasmic translational initiation","24/2647","34/18723",1.14879201673915e-13,2.33855761540867e-11,1.78002299856845e-11,"EIF4A1/EIF4A2/EIF4G1/EIF3I/EIF2S3/EIF3CL/EIF3F/EIF3L/EIF4B/EIF3G/EIF2S2/EIF3B/EIF5/MTOR/DENR/EIF3M/EIF3H/EIF3D/EIF3E/YTHDF2/EIF3K/DHX29/METTL3/EIF2D",24
"GO:0048024","BP","GO:0048024","regulation of mRNA splicing, via spliceosome","45/2647","101/18723",1.29313688289542e-13,2.54747965930398e-11,1.9390466807695e-11,"HSPA8/HNRNPA1/HNRNPL/PTBP1/NPM1/RBMXL1/U2AF2/PUF60/KHDRBS1/SRSF7/NOVA1/SNRNP70/TRA2B/SRSF3/NOVA2/SRSF2/RAVER1/C1QBP/RBM3/NUP98/FXR2/SNW1/RBM25/SRSF9/RBM10/SMU1/KHDRBS3/FXR1/RBM15/TIA1/FMR1/CELF1/SRPK2/SF3B4/RNPS1/RBM8A/LARP7/NCBP1/PCBP4/SAP18/WTAP/CWC22/MBNL1/MBNL2/RBFOX1",45
"GO:0016482","BP","GO:0016482","cytosolic transport","62/2647","168/18723",1.41704907678678e-13,2.70434959748028e-11,2.0584502378587e-11,"FLNA/CLTC/MAP2/EZR/RDX/MAPK1/AP2A1/DCTN1/EEA1/RAB7A/KIF5B/VPS35/RAB14/ACTR2/RAB6B/CORO7/USP7/ARL8B/YKT6/MAP2K2/RAB21/SNX12/SPAG9/SNX3/VPS51/VPS29/UBE2O/VPS26B/VPS13C/HOOK3/ARFIP1/SORL1/VPS11/SORT1/PTPN23/SNX6/PIP4K2A/WDR91/AP1G1/VTI1B/ATP9A/ERC1/TBC1D10B/WASH6P/RBSN/DNAJC13/GBF1/TANC2/STX8/STX16/STX5/KIF1A/MYO1D/TBC1D17/DAB2/SNX8/TBC1D10A/MON2/PREPL/TRIM46/SYT7/TBC1D5",62
"GO:1905475","BP","GO:1905475","regulation of protein localization to membrane","63/2647","175/18723",3.34165022247993e-13,6.18407815414695e-11,4.70709007415355e-11,"SPTBN1/ACTB/CLTC/GDI1/EZR/EGFR/GSN/ATP2B4/AP2B1/KIF5B/LGALS3/RAP1A/APPL1/AP2M1/PICALM/SORBS1/GBP1/PDCD5/ITGB2/STOM/STX7/RHOG/DAG1/MFF/PPP1R9B/CD81/NMT1/FYN/FIS1/SQSTM1/ANK3/VPS4A/ITGA3/VTI1B/STX4/CDK5/RER1/EPHB2/AKT1/GRIPAP1/ITGAM/DPP10/CSK/PPP2R5A/AKT2/PTPN9/STX8/CHP1/ADAM10/ARHGAP44/HECTD1/PIK3R1/ARF6/GPC2/DAB2/TMBIM1/GPC6/ABI3/BCL2L1/LRRC15/PTN/MMP14/GPC4",63
"GO:0031334","BP","GO:0031334","positive regulation of protein-containing complex assembly","77/2647","237/18723",4.17836495109049e-13,7.50508081067931e-11,5.71258811889028e-11,"HSPA1B/GSN/FSCN1/CAND1/PARK7/CLU/DCTN1/DDX3X/PSMC6/FERMT2/ACTR3/CYFIP1/MAPRE1/EIF4G1/CTTN/ACTR2/CORO1B/NCKAP1/CKAP5/RAP1B/RHOA/TFRC/LGALS3/HIP1R/ARPC1A/SCIN/RHOC/ARPC1B/RAC1/SH3GLB1/GMFB/ABI2/CLASP1/ARPC4/ATAT1/MECP2/GIT1/GRB2/WASF2/EVL/ARPC3/PFN2/STUB1/GSK3B/ARFIP1/MTOR/ARFIP2/CREB1/BAIAP2/WASL/ISG15/ARPIN/AKAP9/WASF3/SPIRE1/MLST8/BRK1/WASH6P/BID/ICAM1/CDC42EP1/ARL2/SNX9/SLAIN2/ARF6/P2RY12/NCK2/SLAIN1/PIH1D1/PLEK/MYD88/CDKN1B/PSRC1/WAS/SUMO1/CDK5RAP2/TENM1",77
"GO:0016050","BP","GO:0016050","vesicle organization","90/2647","300/18723",8.07910101910909e-13,1.40968771210569e-10,1.0730018075304e-10,"ANXA2/ANXA1/EEA1/PDCD6IP/PAFAH1B1/RAB7A/KIF5B/RAB14/SEC22B/SEC23A/VAPB/VAPA/AP2M1/SEC31A/SCARB2/RAB1A/PDCD6/MYO18A/ARL8B/OSBP/PICALM/STX12/RAB8A/VPS18/TMED10/SNX3/STX7/SEC23B/LAMTOR1/RAB8B/HGS/EXOC8/RAB13/HOOK3/SNAP23/CHMP4B/TSG101/SERPINE2/VPS11/SORT1/SEC24B/SQSTM1/PIP4K2B/AP3B1/PIP4K2A/SEC24C/VPS4A/PEF1/CHMP6/IST1/AP1G1/VTI1B/CREB1/AP1M1/STX4/DLG4/WASL/TMED2/VTA1/VPS28/CUL3/DNAJC13/VPS37B/BLOC1S3/S100A10/AKT2/STAM2/SNAP29/ABCB6/TMEM9/GBF1/STX8/STX16/STX5/CHP1/SDC4/BLOC1S2/BLOC1S4/CPLX2/PPP6C/ARFGAP3/VAV3/VPS25/CHMP2B/USP8/YIPF5/SYT7/CPLX1/STXBP6/CHMP1A",90
"GO:0006913","BP","GO:0006913","nucleocytoplasmic transport","90/2647","301/18723",9.95324575141277e-13,1.64282356226697e-10,1.25045613764549e-10,"FLNA/HSP90AB1/LMNA/YWHAE/HNRNPA1/KPNB1/PARK7/MAPK1/NPM1/CALR/PHB2/PPP1CC/DDX39A/RAN/ALYREF/SSB/SFN/ANP32B/KHDRBS1/APPL1/TARDBP/CPSF6/SRSF3/BAG3/MAVS/RPL23/APOD/NOTCH1/KPNA3/DDX19B/EMD/ABCE1/XPO7/PPP1R12A/NUP98/CHTOP/NUP214/NUTF2/PABPN1/RANGAP1/AGFG1/NUP155/GSK3B/TNPO2/PRKACA/NUP35/ZPR1/KPNA2/UFM1/RAE1/CDK5/TNPO3/AKT1/NOP9/IPO8/RPS15/RANBP2/NUP85/POLDIP3/KPNA6/NUP188/NCBP2/SUPT6H/NSUN2/CDK1/NCBP1/NUP160/IPO4/NUP54/XPO4/CHP1/NUP62/ENY2/NUP107/NOLC1/PIK3R1/APPL2/FYTTD1/POM121/RAB23/CDH1/PRKAG1/PTTG1IP/XPO5/NEMF/ZC3H11A/POLR2D/NUP50/SUMO1/PSEN1",90
"GO:0051169","BP","GO:0051169","nuclear transport","90/2647","301/18723",9.95324575141277e-13,1.64282356226697e-10,1.25045613764549e-10,"FLNA/HSP90AB1/LMNA/YWHAE/HNRNPA1/KPNB1/PARK7/MAPK1/NPM1/CALR/PHB2/PPP1CC/DDX39A/RAN/ALYREF/SSB/SFN/ANP32B/KHDRBS1/APPL1/TARDBP/CPSF6/SRSF3/BAG3/MAVS/RPL23/APOD/NOTCH1/KPNA3/DDX19B/EMD/ABCE1/XPO7/PPP1R12A/NUP98/CHTOP/NUP214/NUTF2/PABPN1/RANGAP1/AGFG1/NUP155/GSK3B/TNPO2/PRKACA/NUP35/ZPR1/KPNA2/UFM1/RAE1/CDK5/TNPO3/AKT1/NOP9/IPO8/RPS15/RANBP2/NUP85/POLDIP3/KPNA6/NUP188/NCBP2/SUPT6H/NSUN2/CDK1/NCBP1/NUP160/IPO4/NUP54/XPO4/CHP1/NUP62/ENY2/NUP107/NOLC1/PIK3R1/APPL2/FYTTD1/POM121/RAB23/CDH1/PRKAG1/PTTG1IP/XPO5/NEMF/ZC3H11A/POLR2D/NUP50/SUMO1/PSEN1",90
"GO:0032273","BP","GO:0032273","positive regulation of protein polymerization","53/2647","138/18723",1.33249917377154e-12,2.09994954700887e-10,1.59840341964634e-10,"HSPA1B/GSN/DCTN1/ACTR3/CYFIP1/MAPRE1/CTTN/ACTR2/CORO1B/NCKAP1/CKAP5/RHOA/HIP1R/ARPC1A/SCIN/ARPC1B/RAC1/GMFB/ABI2/CLASP1/ARPC4/MECP2/GIT1/GRB2/WASF2/EVL/ARPC3/PFN2/ARFIP1/MTOR/ARFIP2/BAIAP2/WASL/ARPIN/AKAP9/WASF3/SPIRE1/MLST8/BRK1/WASH6P/ICAM1/CDC42EP1/ARL2/SNX9/SLAIN2/ARF6/NCK2/SLAIN1/CDKN1B/PSRC1/WAS/CDK5RAP2/TENM1",53
"GO:0051656","BP","GO:0051656","establishment of organelle localization","108/2647","390/18723",1.34105178210817e-12,2.09994954700887e-10,1.59840341964634e-10,"DYNC1H1/MYH9/ACTN4/MAP2/MAP4/EZR/KPNB1/DCTN1/NPM1/SCRIB/DNM2/NSFL1C/PAFAH1B1/ACTR3/KIF5B/RAN/ACTR2/MYO5A/CDC42/KIF5C/SYNE2/RAB11B/COPG1/OPA1/GJA1/MYO6/SLC9A3R1/RAB1A/DCTN2/PDCD6/PICALM/SUN2/NUDC/DOCK7/YKT6/CLASP1/LIN7A/TMED10/EXOC4/ABCE1/HOOK3/SNAP23/EML3/HMOX1/CHMP4B/MYO5C/ARHGAP21/AP3B1/EML4/AP3B2/DYNLT1/VPS4A/PEF1/CHMP6/CDK5/WASL/CHAMP1/ZW10/TMED2/MYO1B/NOP9/SPIRE1/RPS15/CUL3/KIF3B/BLOC1S3/NUSAP1/SNAP29/CENPF/GBF1/TANC2/CROCC/SUN1/HTT/PDCD10/CHP1/NUP62/IKBKG/KIF1A/MAD2L1/ACTR10/BLOC1S2/BLOC1S4/CPLX2/BICD1/MYO1D/SNX4/TMEM201/MARK1/PPP6C/ARFGAP3/CHMP2B/TRIM46/ATP6AP1/PSRC1/AURKB/HDAC6/UNC13D/CLMN/MYO1F/UBXN2B/PSEN1/ANKFN1/CDK5RAP2/CHMP1A/ZBED3/TOR1A/CDCA5",108
"GO:0050657","BP","GO:0050657","nucleic acid transport","59/2647","163/18723",1.43149627089733e-12,2.13223115277317e-10,1.6229749761958e-10,"HNRNPA1/KHSRP/HNRNPA3/NPM1/FLOT1/YBX1/DDX39A/RAN/MVP/CKAP5/ALYREF/KIF5C/SSB/KHDRBS1/SRSF7/CPSF6/SRSF3/G3BP2/DDX19B/NUP98/CHTOP/NUP214/NUTF2/PABPN1/AGFG1/NUP155/RFTN1/MAGOHB/FMR1/NUP35/RFTN2/RAE1/RBM8A/CETN2/RANBP2/NUP85/ATXN2/POLDIP3/NUP188/NCBP2/SUPT6H/NUP43/NSUN2/NCBP1/NUP160/IGF2BP3/NUP54/NUP62/ENY2/NUP107/AHCTF1/FYTTD1/POM121/XPO5/RBFOX1/NUP37/ZC3H11A/POLR2D/NUP50",59
"GO:0050658","BP","GO:0050658","RNA transport","59/2647","163/18723",1.43149627089733e-12,2.13223115277317e-10,1.6229749761958e-10,"HNRNPA1/KHSRP/HNRNPA3/NPM1/FLOT1/YBX1/DDX39A/RAN/MVP/CKAP5/ALYREF/KIF5C/SSB/KHDRBS1/SRSF7/CPSF6/SRSF3/G3BP2/DDX19B/NUP98/CHTOP/NUP214/NUTF2/PABPN1/AGFG1/NUP155/RFTN1/MAGOHB/FMR1/NUP35/RFTN2/RAE1/RBM8A/CETN2/RANBP2/NUP85/ATXN2/POLDIP3/NUP188/NCBP2/SUPT6H/NUP43/NSUN2/NCBP1/NUP160/IGF2BP3/NUP54/NUP62/ENY2/NUP107/AHCTF1/FYTTD1/POM121/XPO5/RBFOX1/NUP37/ZC3H11A/POLR2D/NUP50",59
"GO:0032388","BP","GO:0032388","positive regulation of intracellular transport","68/2647","202/18723",1.52346060606682e-12,2.21518426696431e-10,1.68611579859426e-10,"DYNC1H1/FLNA/HSP90AB1/MAP2/YWHAE/ANXA2/EZR/RDX/MAPK1/KIF5B/RAN/RUFY3/CDC42/SFN/ANP32B/EHD1/KHDRBS1/TARDBP/CPSF6/BAG3/SH3GLB1/MAVS/PDCD5/UBE2L3/RAB21/EMD/ITGB2/STOM/GSK3A/MFF/CD81/NUTF2/NMT1/FYN/SCP2/CSNK2A2/GSK3B/FIS1/SORL1/VPS11/PTPN23/ANK3/PRKACA/MLC1/ZPR1/EHD2/CDK5/ITGAM/PRKAA1/NCBP2/AKT2/CDK1/XPO4/PDCD10/PGAP1/CHP1/UBE2D3/MICALL2/PIK3R1/LEPROT/PCNT/DAB2/CDH1/BCAS3/TRIM46/CEP131/PSEN1/TENM1",68
"GO:0043254","BP","GO:0043254","regulation of protein-containing complex assembly","115/2647","428/18723",2.21213417875442e-12,3.14174498364029e-10,2.39137932273673e-10,"GFAP/SPTAN1/SPTBN1/HSPA8/MAP2/HSPA5/HSPA1B/RDX/GSN/FSCN1/CAND1/PARK7/APOE/CLU/SPTB/DCTN1/DDX3X/CAPZB/PSMC6/FERMT2/DBN1/HMGB1/ACTR3/CYFIP1/MAPRE1/EIF4G1/CTTN/ACTR2/CORO1B/ADD2/NCKAP1/CKAP5/CAPZA1/CDC42/RAP1B/RHOA/TFRC/LGALS3/FKBP4/STMN1/HIP1R/ARPC1A/NAPA/SCIN/HCFC1/RHOC/ARPC1B/RAC1/SH3GLB1/GMFB/ABI2/CLASP1/ARPC4/ATAT1/MECP2/GIT1/TBCD/PPM1A/GRB2/WASF2/EVL/ARPC3/PFN2/STUB1/GSK3B/ARFIP1/MTOR/SORL1/PAK3/SPTBN4/ARHGEF7/ARFIP2/EIF2AK2/STMN2/CREB1/MAPRE3/BAIAP2/WASL/ISG15/ARPIN/AKAP9/WASF3/SPIRE1/MLST8/BRK1/WASH6P/BID/FLII/CAMSAP2/ICAM1/CDC42EP1/ARL2/JAM3/SNX9/ARFGEF1/SLAIN2/ARF6/P2RY12/NCK2/SLAIN1/PIH1D1/PPP1R9A/STXBP5/GBA/PLEK/MYD88/CDKN1B/PSRC1/HDAC6/WAS/SUMO1/STXBP6/CDK5RAP2/TENM1/LCMT1",115
"GO:0016236","BP","GO:0016236","macroautophagy","87/2647","291/18723",2.39332381095438e-12,3.32182466215873e-10,2.52844927013745e-10,"ATP2A2/NSFL1C/PHB2/RAB7A/VPS35/RAB1B/SEC22B/CDC37/RAB1A/ARL8B/BAG3/SH3GLB1/STX12/UBQLN2/EXOC4/HGS/EXOC8/PLAA/DDRGK1/ATP6V1G1/CERS1/SCFD1/VPS26B/LARP1/VPS13C/MAP1LC3B2/SUPT5H/UFL1/HMOX1/CHMP4B/TSG101/MTOR/VPS16/UBQLN4/GPSM1/SQSTM1/PIP4K2B/SNX6/PIP4K2A/PRKACA/TMEM41B/UBXN6/VPS4A/RHEB/CHMP6/UFM1/ATP6V1C1/DCN/VTI1B/PGAM5/CDK5/OPTN/AKT1/VTA1/VPS28/WDR45B/VPS37B/UFC1/NPC1/STAM2/SNAP29/HTT/SESN3/TEX264/NRBP2/IKBKG/AUP1/ATG4B/GABARAPL2/ATG7/EXOC1/RAB23/GBA/VPS25/CHMP2B/TBC1D5/VPS33A/HSPB8/HDAC6/LIX1L/UBXN2B/PSEN1/MTM1/LACRT/PIP4K2C/SPTLC1/EXOC7",87
"GO:0048524","BP","GO:0048524","positive regulation of viral process","33/2647","65/18723",2.63648147556379e-12,3.57799830472624e-10,2.72343911019642e-10,"PPIA/P4HB/PABPC1/DDX3X/LGALS1/RAB7A/ADAR/VAPB/VAPA/PC/HACD3/HLA-DRB1/NOTCH1/STOM/STAU1/LARP1/TOP2A/TSG101/FMR1/CD74/VPS4A/KPNA2/SRPK2/IFIT1/KPNA6/VPS37B/PKN2/PPID/TRIM21/RAD23A/RSF1/PPIH/CHMP2B",33
"GO:0051236","BP","GO:0051236","establishment of RNA localization","59/2647","166/18723",3.47948390722674e-12,4.61939309161602e-10,3.5161100536186e-10,"HNRNPA1/KHSRP/HNRNPA3/NPM1/FLOT1/YBX1/DDX39A/RAN/MVP/CKAP5/ALYREF/KIF5C/SSB/KHDRBS1/SRSF7/CPSF6/SRSF3/G3BP2/DDX19B/NUP98/CHTOP/NUP214/NUTF2/PABPN1/AGFG1/NUP155/RFTN1/MAGOHB/FMR1/NUP35/RFTN2/RAE1/RBM8A/CETN2/RANBP2/NUP85/ATXN2/POLDIP3/NUP188/NCBP2/SUPT6H/NUP43/NSUN2/NCBP1/NUP160/IGF2BP3/NUP54/NUP62/ENY2/NUP107/AHCTF1/FYTTD1/POM121/XPO5/RBFOX1/NUP37/ZC3H11A/POLR2D/NUP50",59
"GO:0019058","BP","GO:0019058","viral life cycle","92/2647","317/18723",3.64102777927791e-12,4.73101205277664e-10,3.60107025157699e-10,"HSPA8/HSP90AB1/HSPA1B/EGFR/GSN/PPIA/ILF3/P4HB/APOE/PHB/PABPC1/EEA1/RPSA/DDX3X/LGALS1/SLC3A2/PDCD6IP/RAB7A/PPIB/RAB1B/CDC42/BSG/TFRC/ADAR/LTF/VAPB/VAPA/SCARB2/PC/RAB1A/CTBP1/ARL8B/HACD3/MAVS/HLA-DRB1/ROCK2/NOTCH1/KPNA3/MX1/VPS18/SNX3/STOM/ITGA2/DAG1/STAU1/TRIM25/CD81/CXADR/LARP1/TOP2A/ITGB3/CHMP4B/TSG101/FMR1/CD74/CTBP2/DYNLT1/IDE/VPS4A/EIF2AK2/KPNA2/CHMP6/IST1/SRPK2/NUCKS1/NFIA/ISG15/IFIT1/BST2/VTA1/VPS28/BTBD17/LAMTOR5/KPNA6/VPS37B/NPC1/SLC20A2/PKN2/ICAM1/CDK1/PPID/PLSCR1/TRIM21/RAD23A/SMARCB1/PPIH/MVB12B/HTATSF1/CHMP2B/ITGA5/LRRC15/CHMP1A",92
