,intercept,f,pval,qval,deltaBeta
cg08913523,0.5698502,135.510820406143,8.25369503480852e-27,4.22525549667393e-24,0.18342829417878626
cg00754989,0.501788066666667,135.225273444423,9.16369800326188e-27,4.64336022049611e-24,0.17406041226353558
cg20003368,0.509550466666667,133.155557654889,1.95932891685136e-26,8.39090016339955e-24,0.1554085877423595
cg24207068,0.73016,132.314176193601,2.67103642537534e-26,1.0789145500062201e-23,0.15135283708702396
cg02262553,0.704929466666667,125.738019864053,3.0667871487048203e-25,7.73055549212044e-23,0.19189364956935095
cg23654401,0.518271733333333,124.789623953138,4.372896080395251e-25,1.03667835097423e-22,0.1962831749782366
cg13591783,0.597004866666667,124.728857349185,4.47355149476249e-25,1.0555143762250499e-22,0.19787800434312608
cg21727223,0.552684666666667,123.641214087959,6.72614319315654e-25,1.46051401601464e-22,0.19842355492244385
cg03652336,0.6300458,123.039022296492,8.4334302578223e-25,1.76409296480237e-22,0.19441320170578308
cg06062378,0.754978333333334,122.591335700237,9.97973402435297e-25,2.03830190193273e-22,0.173711471616402
cg21954370,0.6193302,121.173404036667,1.70275540256203e-24,3.1868732993095003e-22,0.204779562281714
cg23542902,0.640077333333334,120.696838564434,2.0384331057882e-24,3.71390217942018e-22,0.17458679720279718
cg06470626,0.372519933333333,119.949585166253,2.70387792800949e-24,4.69028627673074e-22,0.1610200256975598
cg12591668,0.7053952,119.448570906742,3.26857311221855e-24,5.4789321439578e-22,0.17185887880382278
cg00258316,0.576632066666667,118.6733820477,4.38511423929568e-24,6.985943317149659e-22,0.19830725392607096
cg16565696,0.5241656,118.171362646654,5.30571853318081e-24,8.20955881834959e-22,0.1522774144002269
cg02061820,0.712948933333333,118.045928105564,5.5646444689992704e-24,8.53722815878676e-22,0.16656029044643383
cg09126279,0.387005066666667,117.068882919082,8.06890472138227e-24,1.16268134101683e-21,0.16427451071075133
cg24906819,0.570417933333334,116.866613004599,8.7149679456866e-24,1.23697887159052e-21,0.15324215540432096
cg11229273,0.541951733333334,116.171915767627,1.13570543044944e-23,1.54730549783731e-21,0.17699174439427573
cg16683060,0.531034066666667,114.966115248834,1.80005183118677e-23,2.29340202195985e-21,0.16003870964276123
cg09456094,0.3812362,114.960131834602,1.80417579043655e-23,2.29718652853303e-21,0.18814071631376872
cg06633978,0.6844422,112.698620328405,4.2938117834329e-23,4.90850244233054e-21,0.169330697980542
cg11146034,0.602494133333333,112.199556780365,5.20226782462996e-23,5.80049973062928e-21,0.15045870677269213
cg12394201,0.7045374,111.75496784018,6.1733544124782e-23,6.67399294587084e-21,0.15343892663095549
cg13340765,0.7533034,109.358003674586,1.55779208040143e-22,1.4914212107332902e-20,0.15120631904290593
cg11606261,0.614706333333333,107.75854280927,2.8969068295098e-22,2.54695035544248e-20,0.17133307989271002
cg22193385,0.399947733333333,107.682503550944,2.9837806743284e-22,2.6140965240463002e-20,0.20277986840128068
cg11868461,0.612570333333333,106.5330564017,4.666714193284269e-22,3.88187204906145e-20,0.18650838132121755
cg24028809,0.577471866666667,105.658857130638,6.56257187192426e-22,5.25053230292531e-20,0.17401305505438475
cg23618477,0.743824733333333,105.305497247643,7.53363169702773e-22,5.94622437359272e-20,0.16490219692528174
cg14939821,0.515634666666667,104.697110212683,9.556489719130919e-22,7.334666879012041e-20,0.18653734003066247
cg02326058,0.583163866666667,104.37487597563,1.08408990726227e-21,8.16503421592665e-20,0.2209017195393163
cg04313875,0.537006666666667,103.679244787968,1.42373577592995e-21,1.04158672444818e-19,0.2485127367570531
cg26361533,0.349401133333333,103.481631419354,1.53846511310013e-21,1.1136564088065402e-19,0.17043691833716723
cg10949007,0.665992266666667,102.30670436152,2.44069828373891e-21,1.67888011900456e-19,0.19931264346689687
cg17611046,0.446018066666667,101.996903117707,2.75708506072836e-21,1.87513807032745e-19,0.15376654735611278
cg10893986,0.353883533333333,101.92744111662,2.83350692045013e-21,1.9212084572952901e-19,0.16725422936616507
cg27416337,0.5975162,101.194750984032,3.78169505248832e-21,2.4787062487776203e-19,0.20633134849282053
cg05228359,0.3517288,101.166525652835,3.8240183088799e-21,2.50166684868934e-19,0.16625716339062588
cg08091439,0.5246132,100.614481260267,4.75463258440199e-21,3.02910708327308e-19,0.20255360639634712
cg20979153,0.4033884,99.991586870507,6.08130056941163e-21,3.7632631500579604e-19,0.18546386658608877
cg25437886,0.639914866666667,99.9575303903368,6.16374132367268e-21,3.81191046358248e-19,0.2017071698348784
cg03466587,0.4202394,99.8388205809201,6.4599912508682405e-21,3.97046231375756e-19,0.16682414470881407
cg09354692,0.370179466666667,99.5735530140852,7.174794694838721e-21,4.350713531151871e-19,0.15806156025550258
cg20873416,0.539965466666667,99.3550378289402,7.82302561036767e-21,4.696598543560531e-19,0.15913384672940228
cg23723410,0.3240428,98.8501385088165,9.55529324879959e-21,5.63298420310691e-19,0.16442413104703513
cg24536349,0.525974133333333,98.3945881944824,1.14474355188181e-20,6.619104257811751e-19,0.1940064840820387
cg04275695,0.7321392,97.0543109559317,1.9499820944267703e-20,1.06533758573096e-18,0.1529820075812579
cg06433467,0.586133933333333,96.36867338981,2.5623632429331102e-20,1.3654372814399e-18,0.20072153342963472
cg18672030,0.462754466666667,95.8629323462738,3.13508528737314e-20,1.64163723156667e-18,0.20941833839005264
cg16925459,0.5555254,95.6220120885082,3.4515906263178603e-20,1.78995542160537e-18,0.220891647567043
cg09228833,0.409078533333333,95.3536350576162,3.8421715046913403e-20,1.9709489438292e-18,0.18723339819385681
cg09331409,0.551242466666667,94.6316610988584,5.1282092910954804e-20,2.5473219831477397e-18,0.15537318825516427
cg16881676,0.542258466666667,94.6047149454403,5.18381686510501e-20,2.57045558905417e-18,0.20547512188495498
cg03852144,0.693887,94.5105726839668,5.3828984599881304e-20,2.6579213409539298e-18,0.2044436266407389
cg04470054,0.570651866666667,94.2217834180114,6.04288099972926e-20,2.95211095143358e-18,0.2644271342997768
cg23521140,0.445907933333333,93.9671539438406,6.6920373509458e-20,3.2303909003361e-18,0.22449570587278656
cg18670236,0.394822733333333,93.8207523819116,7.096579252740111e-20,3.41434804612888e-18,0.20216558839060234
cg07220152,0.502784466666667,93.2287641300131,8.999345104942111e-20,4.23366798456858e-18,0.15224446208988984
cg15887927,0.5673578,92.2975832233958,1.3084811981511e-19,5.93414573806321e-18,0.15427747174223716
cg07551060,0.655942733333334,90.8856425526195,2.3116434951230203e-19,9.90183009074539e-18,0.15817580740013298
cg08446038,0.625441666666667,90.3586065961727,2.86011901555033e-19,1.2041403879823801e-17,0.15911400600749986
cg19724567,0.4714638,87.4071277773898,9.468955336628981e-19,3.57194336798916e-17,0.16006808477018974
cg02072495,0.557851266666667,87.2522737814514,1.00850933337233e-18,3.7835821352316303e-17,0.2169779029262739
cg17266282,0.538807333333333,86.6046519652952,1.31306541900442e-18,4.8181542651097e-17,0.2321951234233393
cg23007087,0.671734066666667,86.4896608442687,1.3761129489470099e-18,5.0263461388875704e-17,0.1616750891558889
cg26165146,0.686056466666667,86.2711856871666,1.5044112375582e-18,5.45295699164904e-17,0.1589274051627385
cg24032190,0.3871036,86.1942813716934,1.5523809566373598e-18,5.6115093742038e-17,0.19141442248634455
cg20749059,0.503971933333333,84.9912799330334,2.5384025210860897e-18,8.80495421798048e-17,0.17337491372479097
cg06385583,0.766260066666667,84.9351090715857,2.5974492780682002e-18,9.000363236835431e-17,0.1828157002755031
cg18825531,0.4701402,84.5756527185695,3.0094431869232198e-18,1.03202087404025e-16,0.16141444116212111
cg15840891,0.461364333333333,84.4884479876376,3.1189334498071597e-18,1.06571412904207e-16,0.1561897592113768
cg18082788,0.5795048,84.4678415515131,3.14538590861038e-18,1.07401557674823e-16,0.1738162437092649
cg05068848,0.64122,83.6199250492461,4.45404177355518e-18,1.47680487265283e-16,0.1618383468723058
cg01413054,0.440117533333333,83.4801239326815,4.7172959955755195e-18,1.55399988072241e-16,0.1808450843147445
cg00612751,0.711440066666667,82.7133627449298,6.46579876196056e-18,2.0757476799098002e-16,0.1558669195217388
cg22074858,0.4705266,82.6043135047095,6.762646714044079e-18,2.16233139967387e-16,0.1920712272955517
cg27641628,0.557473066666667,82.3908135255233,7.38411405921452e-18,2.34410611333714e-16,0.15068699514325673
cg26366091,0.469048933333333,82.0463002466998,8.510425780791301e-18,2.67310605293997e-16,0.17884081915067107
cg16395183,0.4709904,81.6662248627015,9.95468078161053e-18,3.09066931950378e-16,0.1567581147353056
cg17694130,0.608018933333333,81.4635162765537,1.0823314144918601e-17,3.3416018902581097e-16,0.1520842773338162
cg02782634,0.5231866,81.1338136749442,1.24020376263758e-17,3.78674803520508e-16,0.2006638788325218
cg26315985,0.373170133333333,81.0829056431802,1.26656555461749e-17,3.8601368472503e-16,0.16816935509087352
cg11039361,0.459369333333333,81.0135582184633,1.30338510382344e-17,3.96143945795419e-16,0.17285157051282057
cg01235000,0.572153266666667,80.5793659259769,1.55969642371648e-17,4.66849299514368e-16,0.18400113204915586
cg06253058,0.3900976,80.2486753130062,1.78844863514032e-17,5.29368170083783e-16,0.18535727277243233
cg14556762,0.472426666666667,80.106138360428,1.8971857343859e-17,5.59043782226406e-16,0.16873923174159838
cg22066894,0.701218733333333,79.6976794928444,2.24705978020642e-17,6.53916423466901e-16,0.1573077484747324
cg04456219,0.5078374,79.3794512862968,2.5640832611739802e-17,7.401165865783009e-16,0.19602973630236203
cg13475583,0.410821266666667,79.2218995446068,2.73732146520454e-17,7.86586932103237e-16,0.19944541603601873
cg20740711,0.560941866666667,79.0549700071971,2.93373816109302e-17,8.3795004806753595e-16,0.15059614663312065
cg22046201,0.624476666666667,78.7709630656924,3.30105404953908e-17,9.34288413671813e-16,0.1532393664907823
cg13585930,0.6034824,78.425885772032,3.8101997739827e-17,1.06462128978191e-15,0.1680496495141266
cg02621151,0.655111,77.6383129034479,5.2883498238729e-17,1.44143368429754e-15,0.15536799035893423
cg05797854,0.5590232,77.53702492655,5.5163292728241703e-17,1.4986505089851601e-15,0.16248399282761045
cg26140475,0.334585133333334,76.4570655233276,8.65707915514636e-17,2.26210930114872e-15,0.15182545533401098
cg17746570,0.7500478,75.8519848133158,1.11495238214431e-16,2.85715347368823e-15,0.17098649755723716
cg23261319,0.603728266666667,75.6000935898897,1.23893570030498e-16,3.1477314040455403e-15,0.17737455888571074
cg19136632,0.3752074,74.0702348578819,2.35384896338586e-16,5.6982834159620105e-15,0.18120880336353112
cg17098965,0.5089336,73.8149331069967,2.62056683612813e-16,6.2965065116282705e-15,0.17837608705454383
cg03919488,0.582978333333333,73.7714723072256,2.66890960485761e-16,6.4041612525811e-15,0.1823615629466026
cg23680451,0.563230466666667,73.4749613803158,3.02355467591755e-16,7.18845099527208e-15,0.19408270901955693
cg16066354,0.5935504,72.1666415780488,5.24897085527525e-16,1.1947303696223e-14,0.1595713922302049
cg12054453,0.331088933333334,72.1229377622901,5.34674991892053e-16,1.2151804706059601e-14,0.17348284702213998
cg08500112,0.4682086,72.0993238872154,5.40034184040568e-16,1.22624095420361e-14,0.16277853539194032
cg27208307,0.492873733333333,71.2134958501834,7.853959260585801e-16,1.7370299893212902e-14,0.1593873351534975
cg10167235,0.386648266666667,71.0775447472342,8.31927745925549e-16,1.83180488895732e-14,0.1603861323027178
cg03593014,0.558532333333334,70.3950666906882,1.1109627857530601e-15,2.39587303619313e-14,0.1527686708382781
cg19071452,0.454928266666667,70.3436653049892,1.13545236331809e-15,2.44524409923358e-14,0.16330608723585283
cg13776285,0.425927,70.0414206483792,1.29084636597163e-15,2.75145267713495e-14,0.186425104367124
cg09414827,0.566943866666667,69.805838947487,1.4266685643741801e-15,3.01756703179589e-14,0.15465472911523975
cg24207161,0.373267666666667,69.6242629576211,1.5410930379442e-15,3.24202617559061e-14,0.18638153937819463
cg20707023,0.5088256,69.2073966060941,1.83996721053394e-15,3.82511123463517e-14,0.15056471260766224
cg01409343,0.5106508,68.6663130723307,2.3165980784329903e-15,4.7441662563736103e-14,0.1703861251709986
cg06456031,0.546925133333334,68.4634277006279,2.5257901731042e-15,5.1356016316156e-14,0.1664011809476434
cg07078958,0.620963333333333,66.9442547674699,4.8322975689873106e-15,9.39556836699326e-14,0.1660574429686127
cg16668651,0.272594466666667,66.8034492487543,5.1324356135677404e-15,9.93451598447113e-14,0.1680870760789279
cg03301058,0.4634246,66.7908050129447,5.16028872711898e-15,9.98745862603472e-14,0.15263651506081882
cg17951713,0.4644468,66.7377735385511,5.27877410289331e-15,1.01969595474474e-13,0.182610421594866
cg22400059,0.612666533333333,66.5821211843252,5.642584608818211e-15,1.08439785678486e-13,0.15115565297039546
cg26758857,0.616395266666667,66.2125633306929,6.6106903531876e-15,1.25902803051533e-13,0.16103138453484556
cg00049440,0.381554866666667,65.9295446800176,7.463729236029251e-15,1.40962838829389e-13,0.22444768177441177
cg26522946,0.510962666666667,65.4587215915037,9.135365915250711e-15,1.70257236414113e-13,0.1578215282217783
cg04102510,0.516222466666667,65.1294817607814,1.05236210119478e-14,1.94059906074011e-13,0.1656376447034662
cg06085204,0.507585466666667,63.564360009936,2.06511243063049e-14,3.6348097561922197e-13,0.20404868999763082
cg19858214,0.626873,63.150515853913,2.4692041203064502e-14,4.28993535127734e-13,0.15605294637892786
cg10576245,0.3391768,63.0523622381319,2.57618560536503e-14,4.46295319526053e-13,0.15945151082545528
cg23045908,0.344864066666667,62.1906238350561,3.74022877961719e-14,6.316330637627209e-13,0.18204651082880535
cg13013900,0.442762333333333,61.3849347882301,5.30415489695017e-14,8.73807776735045e-13,0.2090277741517742
cg04786142,0.6399098,61.1744367143443,5.811755652595911e-14,9.50666538423284e-13,0.16467534302086417
cg23662097,0.4643972,60.6964581446087,7.1534470109018e-14,1.15739615565063e-12,0.1680883227422449
cg22923409,0.3328732,60.4109285593633,8.09947328755165e-14,1.29989762786983e-12,0.16022574823261557
cg16001422,0.437196866666667,59.7633801655665,1.07384047530655e-13,1.6913661317010999e-12,0.1660555793275213
cg08569678,0.4176882,59.688950723079,1.10925498192778e-13,1.7430350154674e-12,0.16462817174758693
cg06341590,0.358459133333333,59.1633339376036,1.3951613686144e-13,2.1587385846234198e-12,0.1734818762113399
cg23173466,0.4421968,59.0555298436653,1.46240642327482e-13,2.25717487270726e-12,0.1598375927649766
cg18942579,0.3969218,58.731680066025,1.6846786012642999e-13,2.5754916386024497e-12,0.16779139349296396
cg04208750,0.2771746,58.7087410681379,1.7016554348069998e-13,2.59905103281858e-12,0.15397582297154902
cg13454226,0.455071066666667,58.257487130528,2.0729466757819099e-13,3.12397814279964e-12,0.18879114007204917
cg12578486,0.554891466666667,57.9981900228589,2.32214090100359e-13,3.4745398859073e-12,0.17746264107864784
cg12111309,0.320247666666667,57.9731927241096,2.34770285264311e-13,3.50909607105402e-12,0.15504203258301202
cg00387964,0.512165066666667,57.5794979786879,2.78975953689576e-13,4.11913069689049e-12,0.15128601976409362
cg03317045,0.542835866666667,57.4139955940686,2.99976225346638e-13,4.40470933306743e-12,0.19632786933614327
cg20803910,0.478235866666667,57.3520888338801,3.08234045670863e-13,4.518596658867809e-12,0.18928803252222032
cg10188897,0.3436042,57.2667450786644,3.19994506293351e-13,4.6758929092446e-12,0.15794927608008433
cg16485048,0.317384333333333,57.203725606427,3.28967514327711e-13,4.79364375188643e-12,0.17869766683832428
cg25650964,0.5930452,56.9018992731346,3.75581577767881e-13,5.42132264811775e-12,0.15855403066761858
cg00768487,0.615985,55.211211861259,7.90573719727527e-13,1.0844005769098198e-11,0.18507020702778498
cg27146152,0.308663733333333,53.8693697596424,1.4306666636483998e-12,1.8827657254097198e-11,0.15998261903033267
cg22515654,0.564480333333333,53.5805781519777,1.6259282659469799e-12,2.1225228194222197e-11,0.15606240636153124
cg27549186,0.5017516,53.560780636083,1.64025732999902e-12,2.1402356744246397e-11,0.16061706300774176
cg03130910,0.504557133333333,53.0703377086651,2.03881495068391e-12,2.62091245266631e-11,0.16648142733978344
cg05671385,0.633566066666667,53.0095749286853,2.0945481950545597e-12,2.68891281142437e-11,0.18003461026385859
cg15689991,0.461018133333333,52.9702283284138,2.1314531618323097e-12,2.7332947187782396e-11,0.20057741645769495
cg25508319,0.3591586,52.4249226430385,2.71573216628944e-12,3.42229075113114e-11,0.15922811571465473
cg17200920,0.288159733333333,51.7898069767762,3.6026754062528096e-12,4.4602400001116295e-11,0.1882942107599296
cg24595510,0.515333533333333,51.2964481601193,4.48866314037794e-12,5.4740855933616196e-11,0.17218438169764572
cg19082496,0.415576,50.4688809869802,6.4951647825215096e-12,7.72015146643567e-11,0.18639134860761675
cg15498306,0.431228,50.1997178184054,7.32593729351248e-12,8.64465844785638e-11,0.17847552663757466
cg02190353,0.671036,50.0581803053582,7.80488217792893e-12,9.165823494156739e-11,0.18181465906820204
cg24169915,0.428709333333333,49.3604367810006,1.0668643222779e-11,1.2279114321349e-10,0.1601341438715404
cg00344422,0.487182533333333,48.8627293770232,1.33382407967375e-11,1.51097940896971e-10,0.18432374926714867
cg08409642,0.427485333333333,48.853940212714,1.3390985493472498e-11,1.51678185363197e-10,0.16867871706172077
cg26502852,0.4129408,48.1077911376668,1.8727304863762e-11,2.07161325771478e-10,0.21134120538365742
cg10726475,0.217742,47.0946651920099,2.95631960937259e-11,3.16547799839634e-10,0.16079486305719654
cg23019886,0.4176202,46.6329224153591,3.64173338822172e-11,3.84766305573711e-10,0.15491629581377525
cg17753212,0.362419,46.2499847198364,4.3301277941246895e-11,4.52386036138252e-10,0.17360679355593092
cg14678774,0.535590333333334,45.3471295093729,6.51795816393113e-11,6.62501636002988e-10,0.1682988054445554
cg14446712,0.423099133333333,44.8848846804378,8.039422265317199e-11,8.05187615406288e-10,0.1543602274377336
cg22156842,0.4846738,44.6945908829759,8.765351462440689e-11,8.72713679319028e-10,0.1532622843506637
cg19220719,0.541014533333333,44.3941200639371,1.00483306708e-10,9.909397087684501e-10,0.19871048587570622
cg05207834,0.446532,43.9067576610359,1.25437982950511e-10,1.2188080047520102e-09,0.18751904483188042
cg06433023,0.354046666666667,43.7530886163998,1.34534237611807e-10,1.3002125741942601e-09,0.18074152104937313
cg26870725,0.258123333333333,43.6821865597818,1.38952248989668e-10,1.34017891589871e-09,0.17782665994513996
cg01947066,0.3760566,43.5739464354091,1.45980162158382e-10,1.40347601533628e-09,0.15093744616459087
cg08090640,0.3864572,43.5657308444131,1.4652797856839601e-10,1.4084028272189702e-09,0.16155409733738896
cg04797936,0.142548133333333,43.4369736856502,1.5538893244485e-10,1.4876132146829e-09,0.15891716395918024
cg21110456,0.5313556,42.6732032019052,2.20231506507732e-10,2.05628579865552e-09,0.15689036627667818
cg26402417,0.3012808,42.6248794304792,2.25150967873935e-10,2.0998555287946402e-09,0.19196573699722771
cg01794103,0.477429533333333,42.2536371679124,2.668256252615e-10,2.45705473034752e-09,0.15798078594228387
cg04243827,0.5594358,41.9327633271704,3.09058345959002e-10,2.81349775463272e-09,0.16142650584573787
cg08946601,0.376466066666667,40.2722578122005,6.62603292684175e-10,5.71581112524381e-09,0.1501009454239331
cg26385074,0.1671248,40.2296550673801,6.75730091920659e-10,5.820977829223311e-09,0.1679225249046165
cg14743812,0.278967333333333,40.1614339466857,6.97297930765564e-10,5.99406548145859e-09,0.1544781964873345
cg02300652,0.311990066666667,39.9991696323139,7.51423471565636e-10,6.423014693845351e-09,0.1620687808084127
cg07713361,0.551050866666667,39.5241612933398,9.35445554376169e-10,7.87332055489782e-09,0.16552696572943731
cg27498387,0.427971866666667,39.0621494514887,1.1579301290610401e-09,9.60622810162398e-09,0.17820500242404658
cg09411730,0.347298933333333,38.5871388835866,1.4424173719939101e-09,1.17784115398364e-08,0.20590514975220855
cg14200127,0.573244266666667,37.9723405166058,1.9177212229137e-09,1.53499410871889e-08,0.16421654579640071
cg00573835,0.2852812,37.6735621617741,2.202844791726e-09,1.74439537146318e-08,0.1701937039832173
cg05513208,0.388436533333333,37.6483833778587,2.2287406703933e-09,1.7633173521698e-08,0.1659389971779247
cg18533397,0.522747933333333,37.5973758477267,2.28214411625421e-09,1.80291836939098e-08,0.16960348731562974
cg18278184,0.536687933333334,37.3376173570622,2.5747673954056203e-09,2.0173672107684e-08,0.1611296109398775
cg06644051,0.3167926,37.0674366371266,2.91931251752099e-09,2.26451417726336e-08,0.15223502756994703
cg06537894,0.279130533333333,37.040045536062,2.9567373448083203e-09,2.29131332507417e-08,0.19101998534297443
cg02776664,0.259639733333333,35.7472444143489,5.400901595485461e-09,4.00374040631405e-08,0.16925566460194577
cg00683332,0.306169133333333,35.431383723943,6.259773550292551e-09,4.59137692666792e-08,0.20865179499296876
cg08305551,0.3138886,35.1387969846192,7.177721581180481e-09,5.21035678907204e-08,0.16516650995740764
cg14904662,0.495160933333333,31.0628867426441,4.89600782207515e-08,3.06858415962963e-07,0.21329728633010825
cg26996175,0.314460466666667,30.3644709795659,6.82154750713135e-08,4.17182415798874e-07,0.15113014512911832
cg00447052,0.309197266666667,29.8763056364028,8.60538414390259e-08,5.1666035240012e-07,0.1790428895284141
cg13634242,0.4812378,27.1438133517571,3.18235236599339e-07,1.71356382945444e-06,0.19649991859717786
cg16683160,0.469611,26.5630026347598,4.20932367597148e-07,2.21732179671727e-06,0.1834906143403805
cg07985890,0.211268666666667,25.5706047541077,6.79784750842359e-07,3.43589891060957e-06,0.16005420164766745
cg27268352,0.3549394,24.5933731386433,1.09177549004202e-06,5.31106776036381e-06,0.15246494509803926
cg11998932,0.30842,23.8574412961116,1.5617665018401e-06,7.35137025955979e-06,0.15183065015806116
cg19904122,0.447262733333333,23.783203988815,1.61929561004785e-06,7.59666656176448e-06,0.15297690037359907
cg15778054,0.4414562,23.7777076692944,1.6236389218122e-06,7.61578661328065e-06,0.17001823406273825
cg04646987,0.405754066666667,23.7400107799501,1.65374610306258e-06,7.74441973400307e-06,0.1519303794562425
cg04246763,0.3336302,23.6206062850811,1.75287739632896e-06,8.16926473927074e-06,0.19537680808468944
cg27557378,0.199265066666667,22.4182894234761,3.15520613173948e-06,1.39354476586234e-05,0.15448434672644595
cg04879832,0.4730674,22.3949120557788,3.19156731010131e-06,1.40804279467631e-05,0.1520853730850768
cg22843803,0.4404068,20.7812428169614,7.05866696851044e-06,2.89406810691987e-05,0.1530814799310279
cg24161057,0.394397933333333,20.3161335740629,8.88262506127369e-06,3.56418275780963e-05,0.18429865431640202
cg16769152,0.360731733333333,19.6545633126303,1.23279817688057e-05,4.79252266003028e-05,0.16118606648146377
cg13906823,0.506751666666666,19.1522500120142,1.582238053794e-05,6.00445420254472e-05,0.18138691940966994
cg00329300,0.342105733333333,18.3796376892608,2.32534565966391e-05,8.50065540755718e-05,0.1516016295951445
cg07580591,0.558292733333333,17.0346611081476,4.56184719336616e-05,0.0001555516451897,0.15598177893108028
cg04569837,0.1630872,16.9603278318295,4.73560129807875e-05,0.0001608621399723,0.1703949952808199
cg12426196,0.374634733333333,16.9491047965366,4.76241027949827e-05,0.0001616652568963,0.18525089810189804
cg10978355,0.265501866666667,15.5695837512169,9.55752171560629e-05,0.0003012879068323,0.17226858296656986
cg27180868,0.369459333333333,14.9500281971953,0.0001309161507642,0.0003987577277646,0.16812992286363704
cg12536502,0.228307466666667,14.8841461295207,0.0001353798514994,0.0004108205043418,0.1558918742723427
cg07804711,0.265305533333333,14.655819902024,0.0001520767308899,0.0004555119616562,0.1576247024767298
cg00530492,0.284080866666667,12.3005247355877,0.0005099536772017,0.0013291166739207,0.15657951974038292
cg10951120,0.0446364,12.2141773631598,0.0005332875420742,0.0013811475834819,0.15987946992143315
cg16399136,0.238384266666667,11.5569042488965,0.0007504010364898,0.0018630034239466,0.16077095798319324
cg22798707,0.422468066666667,11.3867410779874,0.0008200159083958,0.0020143876464507,0.1564270613761239
cg09675196,0.0785452666666667,10.9435815158788,0.0010337613547038,0.0024650195414492,0.15145246215164737
cg17206850,0.378244133333333,10.8116198077361,0.0011077698743467,0.0026201594686586,0.15708380146070627
cg25728685,0.238949133333333,10.2387112545666,0.0014970339790981,0.0034016404176984,0.15088864052128864
cg16072192,0.274188533333333,9.36737155143704,0.0023741590407063,0.0050616159790353,0.1516649603238556
cg04623837,0.2394776,9.15032733056788,0.0026648649726183,0.0055886505575669,0.15196604194193958
cg13115683,0.163573,8.86355640972585,0.0031055466629198,0.0063728321379496,0.1531293911985519
cg25324047,0.402667933333334,8.86264760806034,0.0031070555845999,0.0063754686806517,0.15615449824496508
cg23244913,0.310481666666667,7.83849416949891,0.0053894493422407,0.0101955528798744,0.1587546267597028
cg09166519,0.221119866666667,6.4478081497837,0.0115278888812766,0.0192684306591449,0.15183736636962414
cg17639394,0.181463266666667,5.62210969179975,0.018259610945585,0.028119234348439,0.16193296845694802
cg18786593,0.325010933333333,4.89920507869877,0.0274938083882135,0.039152052944974,0.16183359969148298
cg02578087,0.207707466666667,4.44744338034073,0.0356418481944057,0.0481457766037762,0.1721377497992448
cg12749132,0.415299,4.37824140682907,0.0370984390837877,0.0497020267798717,0.1532182675127664
